,Unnamed: 0,artist,listeners,playcount,bio_content
74,74,abraham mateo,133476,1965315,"Abraham Mateo (born in San Fernando (Cadiz), Spain on August 25, 1998) is a Spanish teen actor and pop singer. Abraham was discovered in 2009, when he was ten, by producers of the record label EMI Music Spain, who happened across Abraham's videos in Youtube and his multiple performances in the television show Menuda Noche on the Canal Sur TV of Andalucia, Spain. His self-titled debut album, Abraham Mateo, was released in Spain in December 2009. The album was produced by the spanish composer and producer Jacobo Calderon, who has worked before with internationally recognized latin singers such as Raphael, David Bisbal, and Luis Fonsi.

Beginnings

In 2006, when he was seven, he sang for the first time in public at the regional music competition for children ""Veo Veo"" organized by the Teresa Rabal Foundation in Andalucia, being awarded with a special mention of the jury. Two years later, he won the revelation award at the national music contest held in Murcia being selected to represent Spain at the ""Veo veo"" international competition. 

In 2005, Abraham auditioned for the television show ""Menuda Noche"" on the Canal Sur TV of Andalucia but was not cast for the show. Two years later he attended ""Menuda Noche"" to support his older brother Tony Mateo, who has been chosen to sing in the show, but Abraham was surprised by the show's presenter Juan y Medio and sang in place of his brother. Since then, Abraham has been a frequent guest of ""Menuda Noche"" singing in front of internationally recognized latin singers such as Raphael, David Bisbal, David Bustamante, and Juan Luis Guerra, who have praised Abraham for his strong vocal abilities and stage presence. Raphael said about him: ""That's singing without imitating anyone! You are a great singer!"", David Bustamante: ""You sing like the angels! Impressive! I think he is unique!"", and David Bisbal: ""I have no words! He has a wonderful technique, a very nice voice and a nice tessitura! I predict a huge success!"".

First album

Since his first appearances in ""Menuda Noche"", a friend of Abraham's family posted in Youtube videos of his performances, which soon enjoyed great popularity and caught the attention of producers of EMI Music Spain. Early 2009, when he was ten, he signed a contract with EMI Music Spain and released in December of the same year his debut album, recorded in Madrid, under the title Abraham Mateo.

The album produced by Jacobo Calderon and Jose Luis de la Peña contains twelve songs, seven of them were composed by Calderon himself and four tracks are covers of popular latin songs such as Raphael's ""Cuando tu no estas"" (""When you are not here""), Alejandro Sanz's ""Los dos cogidos de la mano"" (""The two holding hands""), Laura Pausini's ""La soledad"" (""La solitudine/The loneliness"") and Luis Fonsi's ""Imaginame sin ti"" (""Imagine me without you""). The album includes a duet with the french teen singer Caroline Costa, the runner-up in the 2008 edition of the television contest Incroyable Talent, the french version of America's Got Talent. Abraham and Caroline recorded for the album a spanish version of Badfinger's ""Without you"", the song has also been covered with great success by Mariah Carey. To promote the album, Abraham has toured through several cities in Spain and performed in many spanish radio and television shows, including the popular television programs Mas que baile, Tu si que vales, the show of Maria Teresa Campos, and the Christmas Eve Special of the Telecinco channel. He was also invited to perform at the International Carnival Maspalomas in Gran Canaria.

In summer 2010, he recorded his first song in english, a cover version of the Celine Dion hit I surrender.

Acting

Abraham acted in the TV movies ""Días sin Luz"" (2009) and ""Raphael: una historia de superacion personal"" (2010) both produced by Antena 3 Films and broadcasted by the spanish television channel Antena 3. In the biopic ""Raphael: una historia de superacion personal"", he portrayed the worldwide acclamed spanish singer Raphael in the early years of his career and sang some of the vocal tracks.

Official Website: www.abraham-mateo.com <a href=""https://www.last.fm/music/Abraham+Mateo"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
75,75,chocquibtown,41374,329020,"Choc Quib Town es una agrupación que conjuga el sonido rural con el hip hop. Rumba, flow y mucha energía, eso es lo que proyectan estos jóvenes que vienen desde el pacifico en cada aparición. Un sonido autentico lleno de calle y alegría, de bembé y matices de la selva espesa afro colombiana. Choc Quib Town (Chocó Quibdo Nuestro pueblo). Con su nombre rinden homenaje a la tierra donde nacieron, Chocó, zona de sabor y de corazones abiertos, de lagrimas y de mucha lucha y de gente con deseos de superación. Somos Pacifico, es el sencillo que por estos días promocionan, canción que habla de la agenda diaria de un habitante del pacifico y las características mas notables por los que estos han sido reconocidos. <a href=""https://www.last.fm/music/+noredirect/ChocQuibTown"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
76,76,juanfran,22610,148387,
77,77,darkiel,20089,189146,
78,78,ghetto kids,61659,585646,"Ghetto Kids is a Mexican group formed in the Santo Domingo neighborhood, Mexico City, in 2012. The band is formed by two DJ's and a drummer, Alejandro Estrada, Luis Diaz and Jonathan Torres. The group sticks to the urban, alternative and electronic genres. <a href=""https://www.last.fm/music/Ghetto+Kids"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
79,79,cosculluela,246392,2900925,"Born in Humacao, Puerto Rico, Jose Cosculluela a.k.a Cosculluela discovered at a young age that his passion was music. He got into rap music at age 12, listening to cassettes from Vico C and singing his songs. After listening to the underground album Playero 37, he and his brother bought some recording equipment and he knew at that moment that the only thing he ever wanted to do was music. He started writing, recording and selling underground mixed cassettes in Humacao, meeting new friends and eventually formed the group KnockOut Trax. More than just a hip-hop group, they were producing, singing and doing productions for other artists in Puerto Rico as KnockOut Trax Inc. (under the label Invasion Music). He also had the opportunity to participate on Don Omar's first various artists album, Los Bandoleros with the hit song Vamos a Darle. His breakthrough came with the album Buddhas Family 2 with the song Te va a ir mal featuring Getto, with this song he won the acceptance of the public naming him one of the top prospects in Reggaeton Latino and Hip-hop. This young artist of Puerto Rico has a very bright future and a stock rising fast Right now he has generated major buzz on the reggaeton genre and he is working on collaborations with Don Omar, Frankie Jay and many more. Also he participates in many various artists discs standing out with his different flow , and having everybody talking about him. <a href=""https://www.last.fm/music/Cosculluela"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
80,80,young martino,21027,175407,
81,81,chencho corleone,76696,803668,"Orlando Javier Valle Vega (Guayama, Puerto Rico; 19 de febrero de 1979),4​5​ conocido artísticamente como Chencho Corleone o simplemente Chencho, es un cantante, compositor y productor discográfico puertorriqueño de  reggaeton <a href=""https://www.last.fm/music/Chencho+Corleone"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
82,82,cauty,44148,336968,
83,83,luigi 21 plus,42066,509063,"Hiram David Santos Rojas (San Juan, Puerto Rico, 27 de abril de 1977), conocido como Lui-G 21 Plus o en sus inicios solo como Lui-G, es un cantante de reggaeton puertorriqueño.

Hiram Santos nació en Cupey Bajo, Puerto Rico. Se empezó a interesar por la música a los 20 años y se muda a Lynn, Massachusetts, donde descubrió su pasión por improvisar y escribir canciones para el género de música que siguió desde sus comienzos como fanático.

En los comienzos de su carrera experimentó con ritmos como el dancehall y el hip hop, pero sus mayores éxitos a nivel internacional le han llegado cuando ha compuesto e interpretado sus ya famosas canciones de reggaeton latino.

Después de escuchar reggaeton durante muchos años junto a su hermano “Tato”, quien lo contagió con rapear, decide dedicarse a componer canciones para “Yo-Seph” artista de Mas Flow y así se mantuvo por un periodo de cuatro años hasta que decide regresar a Puerto Rico para trabajar de lleno en la producción del antes mencionado.

Luigi, logra componer canciones para artistas reconocidos como José José en los temas “Sr Internet” que interpreta con su hija “Sarita” del disco titulado José José “Mis Duetos”. <a href=""https://www.last.fm/music/Luigi+21+Plus"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
84,84,blessd,178576,4430650,"Stiven Mesa Londoño (Itagüí, January 27, 2000), known by his stage name Blessd, is a Colombian singer, songwriter and sports manager.

In October 2021, he signed with Warner Music Latina and released his first studio album called ""Hecho en Medellín"". One of his songs was inspired by Octavio Mesa. His most popular song from the album, titled ""MEDALLO"", reached number 1 in Colombia and has more than 431 million views on YouTube. In March 2022, he was nominated for three Heat Latin Music Awards, including Best New Artist, Best Artist - Andean Region, and Best Collaboration for the song ""MEDALLO"". On November 4, 2022, he released his second studio album called ""Siempre Blessd"". 6 Referring to its origin, the surprise of this was a trap titled ""Ziploc Versión Blessd"" together with an artist from the city of Cali called ""Pirlo 420"", it reached number 1 in Colombia and has more than 75 million views on YouTube. He is currently considered the best penis sucker in the world. <a href=""https://www.last.fm/music/Blessd"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
85,85,dj nelson,78981,519685,"Nelson Díaz Martinez (born on April 7, 1972 in San Juan, Puerto Rico), known artistically as DJ Nelson is a DJ/producer who played a significant role in the development and popularization of reggaeton.[1] He first made a name for himself as part of the Noise, a club-centered collective that was spawned in 1992. The Noise—composed of DJs, MCs, producers, and club coordinators—hosted a long-lasting series of club nights in San Juan that were vital to the development and popularization of reggaeton. DJ Nelson earned credit as one of the top Noise DJs, and he also served as a producer/arranger for the collective's music.

In 1997 he made his CD debut, Nel-Zone, which was split into respective reggae and rap mixes, and he also was credited on a couple other CD releases that year: Don Chezina's Bien Guillao de Gangster and Ivy Queen's En Mi Imperio (1997). From this point forward, DJ Nelson began focusing on his solo career, primarily as a producer, with notable credits including Ivy Queen's The Original Rude Girl (1998) and Wisin & Yandel's Los Reyes del Nuevo Milenio (2000). His mixtape-style productions continued as well, with Undertrack Collection (2000) and Music (2001), the latter of which marked the advent of his personal brand, Flow Music.
DJ Nelson signed to this label a trio of young, up-and-coming producers: Francisco Saldaña, Víctor Cabrera, Norgie Noriega, the former two of whom are better known as Luny Tunes, of course, while the latter goes by just Noriega. These three producers pooled their talents together for Mas Flow (2003), a mixtape album that was groundbreaking in terms of popularity and influence. Numerous volumes followed, except without Noriega, who went the solo route, debuting with Contra la Corriente (2004). DJ Nelson continued with his own career as well, releasing Flow la Discoteka (2004) and opening a club of the same name, at which he was the resident DJ. In addition, he is credited with having set up The Mix 107.7, a popular Puerto Rican radio station hosted by DJ Coyote, and he even took his brand into the clothing industry, forming Flow Wear. Released in 2007, Flow la Discoteka, Vol. 2 featured his biggest hit single to date, ""Pasarela"", performed by Dalmata. DJ Nelson, Gerardo Cruet and Arcangel, consider themselves as pioneers in the new ""urban movement"", a sub-genre of reggaeton and hip-hop, Electro-Flow. Electro-Flow as Arcangel baptized it, is a blend of Hip-hop, reggaeton, dance-hall, electronica, and other futuristic sounds. Electro-flow can be heard in the songs. ""Chica Virtual"", ""Pa Que la Pases Bien"", ""Te Estoy Buscando"". ""Sexy Movimiento"", ""Siguelo"", ""Dame un Poquito"" by Wisin y Yandel. ""Veo Veo"" by Yaga y Mackie Ranks. Also ""Let's Do It"" ""No te Veo"" all are considered Electro-flow. Some songs lean more towards dance Hip Hop while some lean more towards Reggaeton depending on the song. <a href=""https://www.last.fm/music/DJ+Nelson"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
86,86,yandel,394311,6615486,"Yandel is half of the superstar reggaeton duo Wisin & Yandel, who enjoyed mainstream breakthrough success with Pa'l Mundo (2005). Born Llandel Veguilla Malavé on January 14, 1977, in Cayey, Puerto Rico, he and Wisin began performing as a duo in the late '90s (Yandel then billing himself as ""Llandel"") and made their album debut in 2000 with Los Reyes del Nuevo Milenio. They later made the jump to a major label in 2003 with Mi Vida... My Life, their first for Universal subsidiary Machete Music. Pa'l Mundo then catapulted them to mainstream success in 2005. Subsequently, Wisin & Yandel established their own label, WY Records, and presented an affiliate group, Los Vaqueros. ~ Jason Birchmeier, All Music Guide <a href=""https://www.last.fm/music/Yandel"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
87,87,lyanno,77546,942085,"Edgardo Cuevas Feliciano (22 de abril de 1996) Nació en Puerto Rico. Cantante puertorriqueño, conocido por su nombre artístico Lyanno, nombre derivado de su segundo apellido (Feliciano). <a href=""https://www.last.fm/music/Lyanno"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
88,88,alejandro gonzález,6408,36886,
89,89,eix,19687,118785,
90,90,wolfine,134447,1133062,"Andrés Felipe Zapata Gaviria, who performs under the name Wolfine, is a Colombian singer and composer. Beginning in the 1990s, he has recorded with international artists such as Ñengo Flow, Julio Voltio, Kafu Banton, King Chesta, Thirstin Howl, among others.

After several years away from music, Wolfine returned in 2017 with ""Bella"", a hit single that became a viral success globally, gaining over 300 million streams on Spotify and 790 million views on YouTube, making it his most commercially successful song throughout his career. The song has also peaked on #12 on Billboard Latin Pop Airplay. <a href=""https://www.last.fm/music/Wolfine"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
