age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement_level,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,same_as_monthly_income,date_birth,salary,role_department,number_children,remote_work
42,no,travel_rarely,1032.4872861766066,,24,3,medical,1,129,4.0,male,129.06091077207583,3,3,manufacturing_director,1,married,8339.32,21682.23,1,,,21,4,4,part_time,1,10,5,2,10,,5,8,8339.32,1981,100072,,,no
52,no,travel_rarely,575.4047619047619,,6,2,,1,130,4.0,male,71.92559523809524,3,2,research_scientist,1,divorced,4647.5,12083.5,3,y,yes,12,,2,full_time,2,18,3,3,10,,6,9,4647.5,1971,55770,,,yes
49,no,,1973.9841269841268,,18,4,life_sciences,1,131,4.0,male,246.74801587301585,2,5,research_director,3,,,41453.67,1,,yes,17,3,3,full_time,1,,5,3,31,,0,9,,1974,191325,,,yes
34,no,travel_rarely,277.6428571428572,research_&_development,1,5,,1,132,2.0,male,,3,1,research_scientist,4,married,2242.5,5830.5,1,,no,12,3,4,part_time,1,,4,2,10,,8,8,2242.5,1989,26910,research_scientist_____research_&_development,,yes
33,yes,travel_rarely,290.03550973654063,,1,4,other,1,133,4.0,male,,3,1,research_scientist,4,single,2342.59,6090.75,1,y,,13,3,3,part_time,0,10,2,2,10,,7,8,2342.59,1990,28111,,,no
33,no,,1032.4872861766066,research_&_development,7,3,medical,1,134,3.0,male,,3,3,research_director,3,married,8339.32,21682.23,0,,no,11,3,4,,0,,3,4,13,,3,7,8339.32,1990,,research_director_____research_&_development,,yes
53,no,travel_rarely,1582.7713464696226,,23,4,,1,135,4.0,female,,3,4,research_director,4,,12783.92,33238.2,6,y,no,18,3,3,full_time,0,33,0,3,12,,3,8,12783.92,1970,153407,,,yes
49,no,travel_rarely,763.8015873015873,,8,2,other,1,136,1.0,female,,3,3,laboratory_technician,2,married,6169.17,16039.83,4,,,11,3,3,part_time,1,29,3,2,26,,1,7,6169.17,1974,74030,,,no
35,no,,1032.4872861766066,,21,4,,1,137,,male,129.06091077207583,3,3,sales_executive,4,,,21682.23,6,y,,13,3,2,part_time,1,,2,3,10,,0,8,,1988,100072,,,no
38,no,travel_rarely,910.3095238095236,,17,1,life_sciences,1,138,3.0,female,113.78869047619048,2,3,healthcare_representative,3,married,7352.5,19116.5,0,,,18,3,1,part_time,1,20,4,2,19,,1,9,7352.5,1985,88230,,,no
46,no,,1582.7713464696226,sales,3,1,marketing,1,139,1.0,male,,3,4,manager,3,married,12783.92,33238.2,3,y,no,12,3,4,full_time,1,,3,3,12,,4,9,12783.92,1977,153407,manager_____sales,,no
36,no,non_travel,556.2566609977324,,18,4,,1,140,1.0,male,69.53208262471655,3,2,manufacturing_director,4,single,4492.84,11681.39,2,y,,20,4,1,part_time,0,18,0,3,11,,0,9,4492.84,1987,53914,,,no
42,yes,travel_frequently,1582.7713464696226,,15,3,life_sciences,1,141,,male,,3,4,sales_executive,1,single,,33238.2,0,,,12,,2,full_time,0,,2,2,21,,13,14,,1981,153407,,,yes
34,no,travel_frequently,556.2566609977324,,1,3,,1,142,4.0,male,,2,2,healthcare_representative,1,single,4492.84,11681.39,0,,no,20,4,3,,0,14,3,3,13,,4,9,4492.84,1989,,,,yes
30,no,travel_rarely,369.2619047619048,research_&_development,1,3,medical,1,143,4.0,male,,3,1,research_scientist,2,,2982.5,7754.5,0,,yes,21,4,1,,1,12,2,3,11,,5,7,2982.5,1993,35790,research_scientist_____research_&_development,,yes
54,no,travel_rarely,1834.3412698412696,,3,3,life_sciences,1,144,4.0,male,,3,4,research_director,4,married,14815.83,38521.17,3,,no,14,3,1,full_time,0,36,2,3,10,,0,9,14815.83,1969,177790,,,yes
31,no,travel_rarely,556.2566609977324,,24,3,medical,1,145,3.0,female,,2,2,healthcare_representative,1,single,4492.84,11681.39,1,,no,19,,2,part_time,0,10,2,3,10,,1,8,4492.84,1992,53914,,,no
44,no,,1879.119047619048,,5,3,,1,146,2.0,male,,3,5,manager,2,married,15177.5,39461.5,7,,no,11,3,3,full_time,1,26,5,3,22,,3,10,15177.5,1979,182130,,,yes
55,no,non_travel,1400.8015873015877,,8,1,,1,147,4.0,male,175.10019841269843,2,4,healthcare_representative,2,divorced,,29416.83,1,y,yes,15,3,4,full_time,1,,3,3,33,,15,0,,1968,135770,,,no
44,no,travel_rarely,1979.920634920635,,4,2,life_sciences,1,148,3.0,male,247.49007936507937,4,5,manager,1,divorced,15991.67,41578.33,1,y,no,14,3,4,full_time,2,,4,2,25,,14,13,15991.67,1979,191900,,,no
34,no,travel_frequently,556.2566609977324,human_resources,11,3,life_sciences,1,149,3.0,male,,2,2,human_resources,2,,4492.84,11681.39,4,y,no,11,3,4,,2,14,5,4,10,,1,8,4492.84,1989,,human_resources_____human_resources,,yes
39,no,,1766.65873015873,,13,4,,1,150,3.0,female,220.8323412698413,2,4,manager,2,divorced,,37099.83,6,,yes,13,3,4,full_time,2,,4,3,19,,15,2,,1984,171230,,,no
55,no,travel_rarely,1979.6111111111115,,2,2,medical,1,151,4.0,female,,1,5,manager,3,,15989.17,41571.83,4,y,,14,,4,full_time,1,23,5,3,19,,9,11,15989.17,1968,191870,,,yes
51,no,,1582.7713464696226,,5,3,life_sciences,1,152,3.0,male,197.8464183087028,3,4,manager,2,,12783.92,33238.2,1,y,,11,3,2,full_time,1,,2,3,33,,0,10,12783.92,1972,153407,,,yes
58,yes,,1032.571428571429,,14,4,medical,1,153,,female,,2,3,manufacturing_director,1,married,8340.0,21684.0,7,y,,14,3,4,,0,,0,2,10,,5,9,8340.0,1965,,,,yes
48,no,,1032.4872861766066,,4,3,life_sciences,1,154,4.0,male,129.06091077207583,3,3,manufacturing_director,4,single,8339.32,21682.23,1,y,no,11,3,3,part_time,0,11,2,3,10,,0,8,8339.32,1975,100072,,,yes
29,no,travel_rarely,824.1587301587302,human_resources,17,3,,1,155,2.0,male,,2,3,human_resources,1,single,6656.67,17307.33,1,y,,13,3,1,part_time,0,,3,2,10,,0,9,6656.67,1994,79880,human_resources_____human_resources,,no
34,no,,556.2566609977324,,3,3,other,1,156,4.0,male,,1,2,sales_executive,1,single,4492.84,11681.39,3,,no,18,,4,part_time,0,15,2,3,13,,3,12,4492.84,1989,53914,,,yes
42,no,travel_frequently,290.03550973654063,,9,2,,1,157,1.0,female,,3,1,laboratory_technician,4,,2342.59,6090.75,1,,,13,3,3,,0,12,3,3,12,,5,8,2342.59,1981,,,,yes
57,no,travel_rarely,556.2566609977324,,1,2,life_sciences,1,158,2.0,male,,4,2,research_scientist,3,married,4492.84,11681.39,0,,no,24,4,1,part_time,1,13,2,2,12,,2,8,4492.84,1966,53914,,,yes
34,yes,travel_rarely,556.2566609977324,,24,4,,1,159,1.0,female,,2,2,sales_executive,2,single,,11681.39,0,y,yes,23,4,3,part_time,0,16,2,4,15,,10,10,,1989,53914,,,no
54,no,travel_frequently,1582.7713464696226,,11,4,medical,1,160,2.0,female,,3,4,manager,4,,12783.92,33238.2,3,y,no,20,,1,,1,26,2,3,14,,1,12,12783.92,1969,,,,yes
34,no,travel_rarely,730.7857142857142,,1,3,,1,161,4.0,male,91.34821428571428,2,3,sales_executive,3,,5902.5,15346.5,1,y,,14,3,4,part_time,0,,3,3,10,,8,6,5902.5,1989,70830,,,no
29,no,,487.2936507936508,,3,1,medical,1,162,2.0,male,,3,1,laboratory_technician,1,single,3935.83,10233.17,1,,,18,3,4,,0,,3,,10,,1,5,3935.83,1994,,,,yes
35,no,travel_rarely,351.51587301587307,,28,3,life_sciences,1,163,2.0,male,,4,2,laboratory_technician,3,,2839.17,7381.83,1,,,17,,4,part_time,2,,3,2,10,,6,8,2839.17,1988,34070,,,yes
35,yes,,556.2566609977324,,12,4,other,1,164,4.0,male,69.53208262471655,3,2,sales_executive,4,,4492.84,11681.39,3,,,24,4,1,part_time,0,13,2,4,11,,6,7,4492.84,1988,53914,,,yes
34,no,travel_rarely,302.1984126984127,,19,3,life_sciences,1,165,2.0,female,37.77480158730159,2,1,research_scientist,4,married,2440.83,6346.17,1,,no,12,3,2,full_time,0,10,3,3,10,,8,7,2440.83,1989,29290,,,yes
43,no,,556.2566609977324,,2,3,,1,166,4.0,male,,3,2,sales_executive,4,,4492.84,11681.39,1,y,yes,17,3,1,part_time,1,10,3,3,10,,8,8,4492.84,1980,53914,,,no
58,no,non_travel,1582.7713464696226,,2,3,medical,1,167,2.0,male,197.8464183087028,3,4,manager,2,divorced,12783.92,33238.2,4,,no,22,4,4,full_time,1,37,0,2,16,,14,14,12783.92,1965,153407,,,yes
36,no,travel_rarely,556.2566609977324,sales,14,4,,1,168,,female,,2,2,sales_executive,3,married,4492.84,11681.39,1,,yes,13,3,1,part_time,1,10,4,3,10,,1,7,4492.84,1987,53914,sales_executive_____sales,,no
43,no,travel_rarely,1032.4872861766066,,11,3,life_sciences,1,169,1.0,male,129.06091077207583,3,3,healthcare_representative,3,married,8339.32,21682.23,1,y,,17,3,2,part_time,1,10,1,3,10,,0,9,8339.32,1980,100072,,,yes
55,no,,1973.9841269841268,,26,4,human_resources,1,170,3.0,male,246.74801587301585,4,5,manager,2,married,,41453.67,4,,yes,18,3,1,full_time,1,35,0,3,10,,1,4,,1968,191325,,,yes
42,no,,556.2566609977324,research_&_development,23,2,,1,171,4.0,male,,2,2,research_scientist,3,single,,11681.39,1,y,,12,3,4,,0,20,2,3,20,,3,7,,1981,53914,research_scientist_____research_&_development,,yes
40,no,,556.2566609977324,,11,3,technical_degree,1,172,4.0,female,,3,2,laboratory_technician,3,married,4492.84,11681.39,1,,,11,,1,,1,10,2,4,10,,9,4,4492.84,1983,,,,yes
56,yes,,290.03550973654063,research_&_development,7,2,technical_degree,1,173,4.0,male,,3,1,laboratory_technician,3,married,,6090.75,8,y,no,11,3,4,part_time,1,14,4,1,10,,9,8,,1967,28111,laboratory_technician_____research_&_development,,yes
39,no,travel_rarely,1241.2936507936508,,33,1,marketing,1,174,,female,,2,4,sales_executive,4,,10025.83,26067.17,0,y,,11,3,1,full_time,1,,2,2,20,,9,6,10025.83,1984,120310,,,yes
53,no,travel_rarely,1591.6746031746031,,2,4,life_sciences,1,175,1.0,female,198.9593253968254,2,4,manager,4,married,12855.83,33425.17,2,,no,16,3,3,full_time,0,,3,3,25,,3,7,12855.83,1970,154270,,,yes
27,no,travel_frequently,1032.4872861766066,,8,3,,1,176,4.0,male,,3,3,sales_executive,3,single,8339.32,21682.23,1,y,no,15,3,4,,0,9,0,3,9,,1,7,8339.32,1996,,,,no
30,no,travel_frequently,556.2566609977324,,1,2,,1,177,3.0,female,69.53208262471655,3,2,laboratory_technician,4,,4492.84,11681.39,1,,,23,4,4,part_time,0,12,2,,12,,3,7,4492.84,1993,53914,,,yes
35,no,,1032.4872861766066,,18,5,life_sciences,1,178,2.0,male,,3,3,sales_executive,1,married,8339.32,21682.23,1,y,,22,4,4,,1,9,3,2,9,,1,8,8339.32,1988,,,,yes
32,no,travel_rarely,635.7619047619048,research_&_development,1,3,medical,1,179,1.0,male,,3,2,manufacturing_director,4,married,5135.0,13351.0,1,,yes,22,4,2,,1,9,3,3,9,,7,8,5135.0,1991,61620,manufacturing_director_____research_&_development,,yes
30,no,travel_rarely,528.8730158730159,,1,1,life_sciences,1,180,4.0,male,,2,2,laboratory_technician,4,married,4271.67,11106.33,1,,,12,3,3,part_time,2,,1,,10,,3,0,4271.67,1993,51260,,,no
46,yes,,992.436507936508,sales,9,2,medical,1,181,3.0,male,124.0545634920635,2,3,sales_executive,4,,8015.83,20841.17,1,,no,16,3,4,part_time,0,9,3,3,9,,4,7,8015.83,1977,96190,sales_executive_____sales,,no
30,no,travel_rarely,556.2566609977324,,4,2,,1,182,3.0,female,,2,2,sales_executive,2,,4492.84,11681.39,1,,yes,12,3,2,part_time,3,11,4,2,11,,2,7,4492.84,1993,53914,,,no
32,no,,516.9047619047619,,6,4,,1,183,2.0,male,,3,2,sales_executive,3,single,4175.0,10855.0,1,y,no,16,3,1,,0,12,0,3,11,,5,7,4175.0,1991,,,,yes
35,no,travel_rarely,1032.4872861766066,,37,5,marketing,1,184,3.0,male,,3,3,sales_executive,2,married,8339.32,21682.23,1,y,,13,3,1,part_time,2,,3,3,10,,0,6,8339.32,1988,100072,,,no
32,no,,1032.4872861766066,,8,3,marketing,1,185,2.0,female,,3,3,sales_executive,4,single,8339.32,21682.23,1,y,,14,3,4,part_time,0,9,2,3,9,,3,7,8339.32,1991,100072,,,yes
41,no,travel_rarely,290.03550973654063,research_&_development,34,3,life_sciences,1,186,1.0,male,,3,1,research_scientist,3,divorced,,6090.75,4,y,no,12,3,1,part_time,1,,2,3,9,,1,8,,1982,28111,research_scientist_____research_&_development,,yes
40,no,travel_rarely,1963.7222222222224,,4,1,medical,1,187,4.0,female,,3,5,manager,3,,15860.83,41238.17,1,,no,14,3,2,full_time,1,21,2,3,20,,9,9,15860.83,1983,190330,,,no
45,no,,1582.7713464696226,,2,2,,1,188,1.0,male,,2,4,manager,4,married,12783.92,33238.2,9,y,no,23,4,4,,1,22,1,3,20,,11,8,12783.92,1978,,,,yes
32,yes,travel_rarely,1073.015873015873,,4,4,,1,189,4.0,male,,1,3,sales_executive,4,married,8666.67,22533.33,1,,no,11,3,3,full_time,0,14,2,2,14,,9,8,8666.67,1991,104000,,,no
30,no,non_travel,1032.4872861766066,research_&_development,1,1,life_sciences,1,190,3.0,male,129.06091077207583,2,3,manufacturing_director,3,,8339.32,21682.23,1,,no,22,4,3,part_time,0,,2,3,11,,5,8,8339.32,1993,100072,manufacturing_director_____research_&_development,,yes
37,no,,1032.4872861766066,,11,3,,1,191,2.0,male,,3,3,research_director,4,,,21682.23,1,,,14,3,3,part_time,3,,1,3,10,,0,7,,1986,100072,,,yes
37,no,,288.1666666666667,,4,4,,1,192,1.0,male,,3,1,sales_representative,4,divorced,2327.5,6051.5,4,,no,17,3,3,,1,13,2,3,9,,5,8,2327.5,1986,,,,no
40,no,,556.2566609977324,,24,2,technical_degree,1,193,1.0,male,,3,2,research_scientist,4,,4492.84,11681.39,1,y,no,17,3,1,,2,,3,3,9,,4,7,4492.84,1983,,,,no
36,no,non_travel,585.4126984126984,,24,4,,1,194,2.0,female,,3,2,laboratory_technician,2,married,4728.33,12293.67,7,,,15,3,3,full_time,1,11,3,3,9,,0,8,4728.33,1987,56740,,,yes
32,no,travel_rarely,556.2566609977324,,7,3,life_sciences,1,195,4.0,male,,2,2,sales_executive,3,married,4492.84,11681.39,1,y,,14,3,3,part_time,1,13,3,2,13,,4,8,4492.84,1991,53914,,,yes
38,no,,1032.4872861766066,,25,2,life_sciences,1,196,1.0,female,,2,3,research_director,2,,,21682.23,3,y,,17,3,3,part_time,1,,2,3,10,,0,1,,1985,100072,,,yes
30,no,travel_rarely,556.2566609977324,,28,2,,1,197,4.0,female,,3,2,research_scientist,4,married,4492.84,11681.39,1,,no,13,3,4,part_time,2,11,2,3,10,,1,9,4492.84,1993,53914,,,yes
39,no,,1980.642857142857,,1,1,,1,198,2.0,male,247.5803571428572,3,5,manager,3,,,41593.5,1,,,14,3,3,full_time,1,21,3,3,21,,1,6,,1984,191970,,,yes
60,no,,1973.9841269841268,,7,3,life_sciences,1,199,1.0,female,,3,5,manager,1,,15943.72,41453.67,5,,no,11,3,4,full_time,0,33,5,1,29,,11,10,15943.72,1963,191325,,,yes
30,no,,867.9047619047619,,22,4,other,1,200,3.0,female,108.48809523809524,3,3,sales_executive,1,,7010.0,18226.0,0,,,11,3,3,part_time,0,10,3,3,9,,7,8,7010.0,1993,84120,,,yes
31,no,travel_rarely,1032.4872861766066,research_&_development,9,1,,1,201,3.0,male,,3,3,manufacturing_director,2,divorced,8339.32,21682.23,1,y,no,25,4,4,part_time,1,,6,4,13,,0,8,8339.32,1992,100072,manufacturing_director_____research_&_development,,yes
33,yes,,345.42857142857144,,3,3,life_sciences,1,202,1.0,male,43.17857142857143,3,1,research_scientist,1,single,2790.0,7254.0,1,y,yes,11,3,1,full_time,0,,3,3,10,,9,7,2790.0,1990,33480,,,no
50,no,,290.03550973654063,,28,1,medical,1,203,4.0,male,,4,1,laboratory_technician,3,married,2342.59,6090.75,1,y,yes,11,,3,,3,20,3,3,20,,3,8,2342.59,1973,,,,yes
32,no,,547.7539682539682,research_&_development,24,4,life_sciences,1,204,1.0,male,68.46924603174602,3,2,laboratory_technician,4,,4424.17,11502.83,1,,no,15,,4,part_time,2,10,2,3,10,,4,7,4424.17,1991,53090,laboratory_technician_____research_&_development,,yes
42,no,,556.2566609977324,,29,3,,1,205,2.0,male,,3,2,manufacturing_director,2,,4492.84,11681.39,1,,,13,3,4,,1,10,3,2,9,,7,8,4492.84,1981,,,,yes
49,yes,,789.6984126984128,sales,11,3,marketing,1,206,3.0,female,,3,3,sales_executive,4,married,6378.33,16583.67,1,,no,18,3,1,part_time,2,,3,4,9,,7,7,6378.33,1974,76540,sales_executive_____sales,,no
27,no,,1321.4603174603176,,5,1,,1,207,3.0,male,,2,3,research_director,4,divorced,10673.33,27750.67,1,,,16,3,2,full_time,1,,3,3,9,,0,8,10673.33,1996,128080,,,yes
33,no,travel_rarely,556.2566609977324,,1,3,medical,1,208,1.0,male,69.53208262471655,4,2,sales_executive,1,divorced,4492.84,11681.39,1,y,,22,,1,part_time,1,9,5,3,9,,0,8,4492.84,1990,53914,,,yes
52,no,,1582.7713464696226,research_&_development,26,4,,1,209,3.0,female,,2,4,manufacturing_director,4,married,12783.92,33238.2,3,y,no,22,4,3,full_time,0,31,3,3,9,,0,0,12783.92,1971,153407,manufacturing_director_____research_&_development,,no
32,no,,556.2566609977324,,5,2,life_sciences,1,210,2.0,male,69.53208262471655,3,2,sales_executive,2,,4492.84,11681.39,1,,no,14,3,4,part_time,1,10,3,3,10,,5,3,4492.84,1991,53914,,,yes
36,no,,679.5079365079365,,14,1,life_sciences,1,211,3.0,male,,3,2,healthcare_representative,4,,5488.33,14269.67,0,y,,17,3,1,full_time,1,,2,2,16,,4,11,5488.33,1987,65860,,,no
31,no,non_travel,556.2566609977324,sales,20,2,,1,212,4.0,female,,3,2,sales_executive,3,,4492.84,11681.39,1,,,13,3,4,,1,,2,2,9,,0,0,4492.84,1992,53914,sales_executive_____sales,,no
36,no,travel_rarely,259.8968253968254,,2,4,medical,1,213,3.0,male,32.48710317460318,3,1,laboratory_technician,3,single,2099.17,5457.83,4,y,no,21,4,3,part_time,0,,6,3,11,,3,9,2099.17,1987,25190,,,yes
52,no,,1764.1825396825398,,1,2,life_sciences,1,214,4.0,male,,3,4,manager,4,married,,37047.83,2,,,15,3,2,full_time,1,26,2,,9,,7,8,,1971,170990,,,yes
33,no,non_travel,1582.7713464696226,,17,3,,1,215,4.0,male,,3,4,manager,3,single,12783.92,33238.2,1,,,11,3,4,full_time,0,10,2,3,10,,6,0,12783.92,1990,153407,,,no
45,no,non_travel,556.2566609977324,,23,2,life_sciences,1,216,4.0,male,,3,2,laboratory_technician,1,,4492.84,11681.39,1,,yes,15,3,3,part_time,1,9,2,3,9,,0,8,4492.84,1978,53914,,,yes
36,no,travel_rarely,1032.4872861766066,research_&_development,12,5,,1,217,4.0,female,129.06091077207583,2,3,manufacturing_director,4,,8339.32,21682.23,0,y,,11,3,2,part_time,0,15,2,2,14,,7,8,8339.32,1987,100072,manufacturing_director_____research_&_development,,yes
49,no,,1353.6507936507935,,8,4,,1,218,4.0,male,,2,4,sales_executive,2,,10933.33,28426.67,6,y,,17,3,2,full_time,1,22,3,3,9,,2,3,10933.33,1974,131200,,,no
29,yes,,1032.4872861766066,,23,1,,1,219,4.0,female,,2,3,sales_executive,1,,8339.32,21682.23,1,y,,13,,1,part_time,1,11,3,1,11,,3,10,8339.32,1994,100072,,,yes
29,no,,323.03968253968253,,6,1,,1,220,2.0,female,,3,1,laboratory_technician,4,married,2609.17,6783.83,1,,,13,3,1,,1,,5,3,10,,0,8,2609.17,1994,,,,no
37,no,,556.2566609977324,research_&_development,1,3,life_sciences,1,221,4.0,female,,2,2,manufacturing_director,4,married,4492.84,11681.39,1,y,,13,3,2,part_time,1,14,2,2,14,,3,11,4492.84,1986,53914,manufacturing_director_____research_&_development,,yes
33,no,travel_rarely,1032.4872861766066,,10,5,,1,222,4.0,male,129.06091077207583,4,3,sales_executive,3,,,21682.23,0,y,,14,3,4,part_time,2,,3,3,9,,0,8,,1990,100072,,,yes
34,no,travel_frequently,458.50793650793656,,19,3,medical,1,223,3.0,female,,3,2,laboratory_technician,2,divorced,,9628.67,4,,no,13,3,3,part_time,2,15,2,4,11,,5,10,,1989,44440,,,yes
28,no,non_travel,688.5873015873016,,1,3,,1,224,3.0,female,,1,2,laboratory_technician,4,married,5561.67,14460.33,0,,no,11,3,1,,3,10,6,3,9,,7,5,5561.67,1995,,,,yes
31,no,non_travel,1016.4761904761906,,2,4,,1,225,4.0,female,,3,3,sales_executive,3,,,21346.0,1,,yes,19,3,1,part_time,1,10,5,2,10,,9,6,,1992,98520,,,yes
42,no,non_travel,1842.801587301588,,2,1,life_sciences,1,226,3.0,male,,3,4,manager,3,,14884.17,38698.83,0,,yes,13,,4,full_time,0,21,3,2,20,,2,10,14884.17,1981,178610,,,no
40,no,travel_rarely,556.2566609977324,,2,3,life_sciences,1,227,3.0,male,,3,2,research_scientist,4,single,,11681.39,1,,,13,3,3,part_time,0,9,4,3,9,,8,8,,1983,53914,,,yes
34,no,,556.2566609977324,,15,2,medical,1,228,3.0,female,,3,2,sales_executive,1,single,4492.84,11681.39,1,y,,12,3,4,,0,,6,4,10,,9,6,4492.84,1989,,,,yes
58,no,travel_rarely,1973.9841269841268,,1,3,,1,229,4.0,female,,3,5,research_director,1,,,41453.67,3,y,,21,4,3,full_time,1,,3,3,9,,1,5,,1965,191325,,,no
31,yes,travel_frequently,768.2380952380953,,1,5,,1,230,3.0,female,,4,3,manufacturing_director,2,,6205.0,16133.0,1,y,,11,3,1,,0,,2,3,10,,4,7,6205.0,1992,,,,yes
40,no,non_travel,1419.373015873016,,8,1,,1,231,4.0,male,,2,3,research_director,2,,11464.17,29806.83,2,,no,11,3,3,full_time,1,16,5,3,9,,4,8,11464.17,1983,137570,,,yes
53,no,,1712.4920634920634,,2,3,medical,1,232,4.0,male,,4,4,research_director,2,single,13831.67,35962.33,4,,no,12,3,2,full_time,0,35,2,2,9,,8,8,13831.67,1970,165980,,,yes
34,no,,1582.7713464696226,research_&_development,15,3,,1,233,2.0,male,197.8464183087028,3,4,research_director,1,,12783.92,33238.2,7,y,,14,3,4,full_time,2,16,3,2,14,,6,9,12783.92,1989,153407,research_director_____research_&_development,,yes
35,no,travel_rarely,1032.4872861766066,,16,3,life_sciences,1,234,4.0,female,,2,3,healthcare_representative,2,single,8339.32,21682.23,1,,no,19,3,4,,0,,3,1,11,,3,3,8339.32,1988,,,,yes
37,no,,442.1031746031746,,13,3,,1,235,1.0,male,55.26289682539682,3,2,research_scientist,4,married,,9284.17,1,,,17,3,1,part_time,0,,2,3,10,,3,7,,1986,42850,,,yes
42,no,travel_frequently,1044.5396825396826,,2,3,,1,236,4.0,male,,3,3,healthcare_representative,4,,,21935.33,2,,yes,14,3,3,full_time,1,24,3,1,20,,13,9,,1981,101240,,,yes
45,no,,1032.4872861766066,,1,4,,1,237,1.0,male,,3,3,healthcare_representative,2,divorced,8339.32,21682.23,1,,,12,3,1,part_time,3,,4,3,10,,7,7,8339.32,1978,100072,,,yes
30,yes,travel_rarely,1002.2380952380952,,1,3,,1,238,2.0,male,,2,2,sales_executive,1,married,,21047.0,1,,no,11,3,4,full_time,1,,4,3,10,,6,7,,1993,97140,,,yes
38,no,travel_rarely,1023.904761904762,,14,3,life_sciences,1,239,3.0,male,,3,2,sales_executive,2,married,,21502.0,0,,,11,3,4,full_time,1,10,3,3,9,,7,7,,1985,99240,,,yes
50,no,,1160.1984126984128,,20,5,medical,1,240,2.0,male,,3,4,healthcare_representative,3,,,24364.17,2,,,15,3,3,full_time,1,32,3,3,30,,12,13,,1973,112450,,,no
39,no,travel_rarely,316.6428571428572,,3,2,,1,241,3.0,male,,2,2,laboratory_technician,3,,2557.5,6649.5,0,,,15,3,4,,1,,3,,10,,0,7,2557.5,1984,,,,yes
34,no,travel_rarely,556.2566609977324,,3,3,,1,242,4.0,female,,3,2,research_scientist,2,,4492.84,11681.39,1,y,no,12,3,3,part_time,1,11,2,3,11,,7,9,4492.84,1989,53914,,,yes
54,no,travel_rarely,1582.7713464696226,research_&_development,22,5,,1,243,2.0,female,,3,4,manager,3,,,33238.2,3,y,,25,4,3,full_time,1,36,6,3,10,,4,7,,1969,153407,manager_____research_&_development,,yes
41,no,travel_rarely,953.436507936508,,6,3,marketing,1,244,4.0,male,,3,3,sales_executive,3,,7700.83,20022.17,1,y,no,12,3,2,part_time,0,,3,3,10,,8,7,7700.83,1982,92410,,,no
39,no,,667.7460317460317,,1,3,life_sciences,1,245,4.0,male,83.46825396825396,3,2,laboratory_technician,4,married,5393.33,14022.67,1,y,,15,3,4,full_time,1,,2,3,9,,5,8,5393.33,1984,64720,,,yes
40,no,travel_rarely,1973.9841269841268,,7,4,,1,246,2.0,male,,3,5,manager,2,,15943.72,41453.67,1,,no,14,3,2,full_time,0,,3,2,21,,12,8,15943.72,1983,191325,,,no
33,no,,315.1984126984127,,4,3,technical_degree,1,247,4.0,male,,3,2,research_scientist,2,,,6619.17,5,,no,15,,4,part_time,2,11,2,2,9,,1,7,,1990,30550,,,yes
36,no,,858.5158730158731,,10,3,life_sciences,1,248,4.0,male,,3,3,healthcare_representative,1,,6934.17,18028.83,7,y,,13,3,4,part_time,1,15,1,3,12,,5,7,6934.17,1987,83210,,,no
33,no,,324.2777777777778,,8,4,life_sciences,1,249,4.0,male,,4,1,research_scientist,1,married,,6809.83,6,y,no,19,3,2,full_time,1,14,1,3,10,,7,6,,1990,31430,,,yes
