,Loyalty_Number,Country,Province,City,Postal_Code,Gender,Education,Salary,Marital_Status,Loyalty_Card,CLV,Enrollment_Type,Enrollment_Year,Enrollment_Month,Cancellation_Year,Cancellation_Month
1479,173178,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,86877.0,Married,Aurora,5862.8,Standard,2016,5,2016.0,10.0
1491,121469,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,88160.0,Married,Aurora,5890.53,Standard,2013,10,2014.0,5.0
1495,171582,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,72440.0,Married,Aurora,5903.61,Standard,2017,10,2018.0,6.0
1503,904317,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,101310.0,Married,Aurora,5918.33,Standard,2015,11,2016.0,7.0
1509,525866,Canada,Quebec,Quebec City,G1B 3L5,Female,Master,111948.0,Married,Aurora,5926.73,Standard,2015,1,2015.0,9.0
1514,478566,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,61565.0,Married,Aurora,5928.75,Standard,2016,7,2017.0,3.0
1522,445008,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,66990.0,Married,Aurora,5960.58,Standard,2013,3,2013.0,11.0
1530,243726,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,74123.0,Divorced,Aurora,5979.72,Standard,2013,7,2014.0,10.0
1536,477867,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,80816.0,Single,Aurora,5989.77,Standard,2015,12,2016.0,8.0
1552,271987,Canada,Saskatchewan,Regina,S1J 3C5,Female,Master,81333.0,Single,Aurora,6005.85,Standard,2015,5,2016.0,1.0
1567,979168,Canada,Ontario,Toronto,M2Z 4K1,Male,College,,Single,Aurora,6042.62,Standard,2014,11,2015.0,10.0
1570,577232,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,46831.0,Married,Aurora,6047.03,Standard,2014,11,2015.0,10.0
1578,444904,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Master,126642.0,Married,Aurora,6057.07,Standard,2014,9,2015.0,5.0
1597,713981,Canada,Quebec,Montreal,H2Y 2W2,Male,College,,Single,Aurora,6117.03,Standard,2016,12,2017.0,10.0
1618,988927,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,47288.0,Divorced,Aurora,6185.34,Standard,2015,3,2016.0,12.0
1648,872158,Canada,Quebec,Quebec City,G1B 3L5,Female,College,,Married,Aurora,6265.34,Standard,2014,8,2015.0,4.0
1654,215314,Canada,Alberta,Edmonton,T3G 6Y6,Female,College,,Single,Aurora,6277.01,Standard,2016,1,2016.0,3.0
1658,519766,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,66788.0,Married,Aurora,6278.76,Standard,2013,8,2018.0,3.0
1663,557469,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,68691.0,Divorced,Aurora,6289.01,Standard,2015,1,2016.0,1.0
1672,489501,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,80895.0,Married,Aurora,6314.49,Standard,2016,6,2017.0,1.0
1686,979449,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,64373.0,Married,Aurora,6366.23,Standard,2015,2,2017.0,12.0
1692,583165,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,96786.0,Married,Aurora,6382.05,Standard,2013,5,2013.0,12.0
1701,287979,Canada,British Columbia,Vancouver,V6E 3Z3,Male,High School or Below,45493.0,Married,Aurora,6411.12,Standard,2017,4,2018.0,12.0
1711,741470,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,49681.0,Married,Aurora,6459.64,Standard,2013,9,2015.0,12.0
1720,543599,Canada,Quebec,Quebec City,G1B 3L5,Female,College,,Single,Aurora,6474.83,Standard,2014,1,2015.0,6.0
1724,300678,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,54363.0,Married,Aurora,6481.53,Standard,2015,8,2016.0,4.0
1730,474272,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,75949.0,Married,Aurora,6508.76,Standard,2013,1,2017.0,3.0
1733,261767,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,68521.0,Married,Aurora,6513.61,Standard,2016,4,2016.0,12.0
1738,515315,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,85038.0,Married,Aurora,6521.37,Standard,2013,6,2014.0,2.0
1739,623222,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,85038.0,Married,Aurora,6521.37,Standard,2014,12,2018.0,7.0
1742,791282,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,43788.0,Single,Aurora,8093.9,2018 Promotion,2018,3,2018.0,11.0
1751,616183,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,58293.0,Married,Aurora,6599.08,Standard,2016,12,2017.0,8.0
1756,939593,Canada,Alberta,Edmonton,T9G 1W3,Female,College,,Married,Aurora,6624.61,Standard,2013,9,2013.0,9.0
1757,744304,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,92186.0,Married,Aurora,6627.15,Standard,2013,8,2017.0,5.0
1766,272551,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,73273.0,Married,Aurora,6670.85,Standard,2017,12,2018.0,8.0
1768,551961,Canada,Quebec,Montreal,H2Y 4R4,Male,College,,Single,Aurora,6674.45,Standard,2015,3,2017.0,1.0
1771,807970,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,66399.0,Married,Aurora,6678.9,Standard,2016,6,2017.0,2.0
1787,348173,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,54482.0,Single,Aurora,6699.28,Standard,2014,7,2015.0,3.0
1788,452684,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Divorced,Aurora,6707.99,Standard,2017,8,2018.0,4.0
1800,746235,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Aurora,6732.2,Standard,2015,3,2015.0,6.0
1815,319092,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Aurora,6758.81,Standard,2016,7,2017.0,3.0
1817,181498,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,61449.0,Married,Aurora,6762.08,Standard,2013,12,2014.0,8.0
1820,451183,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,46575.0,Married,Aurora,6766.56,Standard,2017,1,2017.0,9.0
1821,659882,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,60920.0,Married,Aurora,6767.81,Standard,2016,8,2018.0,5.0
1830,748105,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,64065.0,Married,Aurora,6817.43,Standard,2014,11,2015.0,7.0
1831,428383,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Single,Aurora,6826.8,Standard,2013,3,2017.0,3.0
1832,109612,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,College,,Divorced,Aurora,6827.18,Standard,2017,9,2018.0,8.0
1834,940874,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Male,College,,Single,Aurora,6829.41,Standard,2013,11,2015.0,6.0
1839,157300,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,52832.0,Married,Aurora,8617.55,2018 Promotion,2018,3,2018.0,11.0
1843,353648,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Single,Aurora,6857.52,Standard,2017,2,2017.0,12.0
1846,367685,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Aurora,6861.28,Standard,2018,6,2018.0,9.0
1864,452279,Canada,British Columbia,Victoria,V10 6T5,Male,College,,Single,Aurora,6893.17,Standard,2017,3,2017.0,11.0
1867,489549,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,79717.0,Married,Aurora,6897.51,Standard,2018,1,2018.0,9.0
1876,384737,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,53360.0,Single,Aurora,6930.63,Standard,2016,1,2016.0,9.0
1878,838553,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,70787.0,Single,Aurora,6938.87,Standard,2017,7,2018.0,3.0
1881,384602,Canada,Ontario,Toronto,M2Z 4K1,Female,College,,Married,Aurora,6941.9,Standard,2015,4,2017.0,5.0
1896,938482,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,101168.0,Married,Aurora,6992.53,Standard,2016,8,2017.0,9.0
1923,458745,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,68665.0,Divorced,Aurora,11926.75,2018 Promotion,2018,3,2018.0,11.0
1925,307631,Canada,Ontario,Toronto,M2Z 4K1,Female,College,,Single,Aurora,7076.65,Standard,2017,1,2017.0,9.0
1926,350059,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,,Single,Aurora,7076.65,Standard,2017,11,2018.0,7.0
1931,822727,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Single,Aurora,7086.18,Standard,2015,11,2018.0,6.0
1943,390924,Canada,British Columbia,Vancouver,V1E 4R6,Male,Doctor,72997.0,Single,Aurora,7130.29,Standard,2016,11,2017.0,7.0
1948,483212,Canada,Ontario,Toronto,P2T 6G3,Female,College,,Single,Aurora,7163.54,Standard,2016,6,2017.0,2.0
1957,140042,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,87401.0,Single,Aurora,7189.11,Standard,2014,8,2014.0,8.0
1972,910492,Canada,Newfoundland,St. John's,A1C 6H9,Male,College,,Married,Aurora,7223.69,Standard,2017,7,2018.0,3.0
1976,155020,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Aurora,14455.86,2018 Promotion,2018,2,2018.0,10.0
1984,869712,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,49133.0,Married,Aurora,7247.74,Standard,2016,1,2016.0,9.0
1991,278539,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,76521.0,Married,Aurora,7258.99,Standard,2016,1,2018.0,7.0
2001,588943,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Married,Aurora,7281.44,Standard,2018,1,2018.0,9.0
2005,990122,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,69142.0,Single,Aurora,7282.22,Standard,2015,7,2016.0,2.0
2006,706425,Canada,Ontario,Toronto,P5S 6R4,Male,High School or Below,39632.0,Married,Aurora,7284.26,Standard,2015,5,2016.0,1.0
2012,871627,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,64680.0,Married,Aurora,7285.03,Standard,2017,11,2018.0,7.0
2034,618871,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,,Single,Aurora,7324.29,Standard,2018,1,2018.0,9.0
2061,294184,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,76971.0,Married,Aurora,7379.46,Standard,2013,1,2015.0,11.0
2095,938830,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,76959.0,Married,Aurora,7430.35,Standard,2016,1,2016.0,9.0
2099,554888,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,96564.0,Divorced,Aurora,7437.51,Standard,2017,3,2017.0,11.0
2111,178157,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Married,Aurora,7457.24,Standard,2015,5,2017.0,8.0
2112,438525,Canada,Alberta,Edmonton,T3G 6Y6,Female,College,,Married,Aurora,7457.24,Standard,2016,11,2017.0,7.0
2114,914959,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,63669.0,Married,Aurora,7457.34,Standard,2018,10,2018.0,11.0
2135,726940,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,76610.0,Single,Aurora,7496.01,Standard,2017,4,2017.0,6.0
2138,349108,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,76485.0,Single,Aurora,7507.46,Standard,2014,11,2017.0,7.0
2139,554572,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,76485.0,Single,Aurora,7507.46,Standard,2014,9,2014.0,11.0
2148,433300,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,102379.0,Divorced,Aurora,7519.13,Standard,2017,10,2017.0,11.0
2157,488151,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,College,,Single,Aurora,7531.03,Standard,2016,8,2017.0,5.0
2168,883816,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,54785.0,Married,Aurora,7546.61,Standard,2016,11,2018.0,11.0
2185,952573,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,87897.0,Married,Aurora,7588.36,Standard,2017,9,2018.0,5.0
2191,787249,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,104613.0,Married,Aurora,7591.83,Standard,2016,2,2016.0,10.0
2205,389430,Canada,Alberta,Edmonton,T9G 1W3,Female,College,,Divorced,Aurora,7619.48,Standard,2013,2,2013.0,10.0
2209,423473,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,College,,Divorced,Nova,3052.63,2018 Promotion,2018,4,2018.0,12.0
2217,786230,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,54051.0,Married,Aurora,7635.88,Standard,2013,10,2017.0,2.0
2219,230687,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Married,Aurora,7643.07,Standard,2017,10,2018.0,6.0
2223,843919,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,73943.0,Divorced,Aurora,7653.28,Standard,2017,10,2018.0,6.0
2228,576658,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,,Married,Nova,3123.08,2018 Promotion,2018,4,2018.0,12.0
2232,240141,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,80784.0,Married,Aurora,7680.75,Standard,2017,7,2018.0,3.0
2235,594044,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,63135.0,Divorced,Aurora,7689.7,Standard,2017,8,2018.0,3.0
2238,982542,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,71908.0,Married,Aurora,7693.12,Standard,2013,6,2017.0,8.0
2246,407641,Canada,Manitoba,Winnipeg,R2C 0M5,Female,College,,Single,Aurora,7714.65,Standard,2014,12,2015.0,8.0
2253,332855,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,79367.0,Married,Aurora,7739.55,Standard,2014,4,2014.0,10.0
2271,826984,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,95663.0,Single,Aurora,7780.49,Standard,2014,8,2016.0,11.0
2278,631801,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,69921.0,Married,Nova,3574.99,2018 Promotion,2018,4,2018.0,12.0
2291,941092,Canada,Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,74651.0,Single,Aurora,7840.17,Standard,2017,12,2018.0,8.0
2297,184207,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,,Married,Aurora,7857.3,Standard,2013,5,2014.0,2.0
2299,909262,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Divorced,Aurora,7863.03,Standard,2015,11,2018.0,5.0
2308,663757,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Male,College,,Single,Aurora,7901.74,Standard,2016,2,2018.0,6.0
2321,767774,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,92552.0,Married,Aurora,7919.2,Standard,2013,1,2013.0,9.0
2336,878327,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,69317.0,Divorced,Aurora,7957.63,Standard,2015,11,2016.0,7.0
2352,181139,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Married,Aurora,8002.31,Standard,2013,7,2018.0,8.0
2359,854742,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,47245.0,Married,Aurora,8009.47,Standard,2015,4,2016.0,7.0
2372,169699,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,71635.0,Married,Aurora,8021.07,Standard,2016,11,2017.0,7.0
2374,442831,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,57031.0,Married,Aurora,8023.08,Standard,2014,11,2017.0,11.0
2375,600923,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,57031.0,Married,Aurora,8023.08,Standard,2013,1,2016.0,9.0
2376,803252,Canada,Quebec,Montreal,H3T 8L4,Male,Bachelor,101563.0,Divorced,Aurora,8024.51,Standard,2014,5,2014.0,9.0
2381,509223,Canada,Alberta,Banff,T4V 1D4,Female,College,,Single,Aurora,8026.38,Standard,2017,5,2018.0,8.0
2399,532945,Canada,British Columbia,Victoria,V10 6T5,Male,College,,Single,Nova,4159.59,2018 Promotion,2018,2,2018.0,10.0
2412,361710,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,,Married,Aurora,8087.22,Standard,2015,9,2016.0,5.0
2413,205111,Canada,Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,69098.0,Married,Aurora,8092.88,Standard,2014,8,2018.0,11.0
2423,965691,Canada,Ontario,Kingston,M9K 2P4,Male,High School or Below,61936.0,Married,Aurora,8106.0,Standard,2015,5,2016.0,1.0
2443,330783,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,61608.0,Divorced,Aurora,8159.14,Standard,2016,10,2018.0,6.0
2444,887069,Canada,Alberta,Peace River,T9O 2W2,Female,Bachelor,61608.0,Divorced,Aurora,8159.14,Standard,2014,4,2014.0,12.0
2472,285767,Canada,Ontario,Toronto,M1R 4K3,Female,College,,Married,Aurora,8197.2,Standard,2016,11,2017.0,7.0
2477,670230,Canada,Ontario,Toronto,P2T 6G3,Female,College,,Single,Aurora,8207.86,Standard,2013,6,2014.0,2.0
2488,642784,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,92374.0,Single,Aurora,8224.77,Standard,2013,2,2014.0,7.0
2503,578788,Canada,Quebec,Hull,J8Y 3Z5,Male,Doctor,221857.0,Married,Aurora,8257.67,Standard,2016,12,2017.0,8.0
2516,276967,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,97643.0,Single,Aurora,8306.55,Standard,2017,2,2017.0,10.0
2519,838993,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,64720.0,Single,Aurora,8311.85,Standard,2017,10,2018.0,6.0
2544,110073,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,84678.0,Married,Aurora,8364.56,Standard,2015,2,2015.0,3.0
2547,436318,Canada,Ontario,Toronto,M1R 4K3,Female,High School or Below,55478.0,Married,Aurora,8375.35,Standard,2015,11,2016.0,7.0
2553,390980,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,50930.0,Married,Aurora,8382.48,Standard,2014,9,2018.0,3.0
2554,493337,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,50930.0,Married,Aurora,8382.48,Standard,2015,4,2015.0,12.0
2558,683239,Canada,Yukon,Whitehorse,Y2K 6R0,Male,College,,Single,Aurora,8390.12,Standard,2017,7,2018.0,3.0
2560,101709,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,66733.0,Single,Aurora,8396.61,Standard,2015,9,2018.0,8.0
2577,601068,Canada,Ontario,Toronto,P1L 8X8,Male,College,,Married,Aurora,8430.06,Standard,2015,10,2016.0,12.0
2582,762990,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,76790.0,Married,Aurora,8447.89,Standard,2013,7,2016.0,8.0
2599,318845,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Single,Aurora,8489.84,Standard,2015,8,2016.0,11.0
2602,666761,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,52252.0,Married,Aurora,8492.7,Standard,2016,11,2017.0,7.0
2608,445282,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,73237.0,Married,Aurora,8509.02,Standard,2014,2,2014.0,10.0
2625,242980,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,72503.0,Married,Aurora,8539.83,Standard,2016,3,2016.0,11.0
2635,319464,Canada,Quebec,Quebec City,G1B 3L5,Male,Master,128047.0,Married,Aurora,8560.16,Standard,2014,4,2016.0,8.0
2645,680553,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,104938.0,Married,Aurora,8569.42,Standard,2013,4,2015.0,3.0
2648,570668,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,80543.0,Married,Aurora,8581.64,Standard,2013,12,2014.0,8.0
2663,457605,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,89781.0,Married,Aurora,8609.16,Standard,2016,8,2017.0,1.0
2664,795235,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,89781.0,Married,Aurora,8609.16,Standard,2018,5,2018.0,10.0
2665,482424,Canada,Ontario,Toronto,M2M 6J7,Female,College,,Married,Aurora,8610.67,Standard,2014,9,2015.0,5.0
2674,367782,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,98209.0,Single,Nova,5565.89,2018 Promotion,2018,2,2018.0,10.0
2679,155253,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,75158.0,Married,Aurora,8629.33,Standard,2017,6,2018.0,2.0
2691,572812,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,50906.0,Married,Aurora,8646.55,Standard,2016,12,2017.0,8.0
2694,466384,Canada,Ontario,Toronto,P1L 8X8,Female,College,,Married,Aurora,8647.14,Standard,2016,1,2016.0,9.0
2698,203815,Canada,Ontario,Toronto,P1W 1K4,Female,College,,Married,Aurora,8650.0,Standard,2017,10,2018.0,6.0
2706,294278,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,94449.0,Single,Aurora,8661.74,Standard,2013,5,2016.0,6.0
2707,496686,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,81492.0,Married,Aurora,8663.36,Standard,2017,3,2017.0,11.0
2715,339274,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Married,Aurora,8681.05,Standard,2015,4,2016.0,6.0
2725,632816,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,94241.0,Married,Aurora,8709.85,Standard,2014,7,2015.0,4.0
2726,281032,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,99671.0,Married,Aurora,8711.3,Standard,2015,6,2016.0,1.0
2735,857949,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,93261.0,Married,Aurora,8717.05,Standard,2014,8,2015.0,4.0
2740,416940,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,92796.0,Divorced,Aurora,8733.53,Standard,2013,10,2017.0,9.0
2745,655016,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,104728.0,Divorced,Aurora,8743.85,Standard,2014,12,2017.0,6.0
2746,129071,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,57295.0,Single,Aurora,8750.22,Standard,2013,6,2016.0,2.0
2747,252531,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,50790.0,Married,Aurora,8750.71,Standard,2014,4,2014.0,10.0
2755,899883,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,98621.0,Married,Aurora,8788.53,Standard,2017,12,2018.0,8.0
2774,126308,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,92396.0,Married,Aurora,8838.09,Standard,2016,5,2017.0,1.0
2778,882443,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,92396.0,Married,Aurora,8838.09,Standard,2015,4,2015.0,12.0
2779,427804,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,66516.0,Married,Aurora,8840.19,Standard,2016,1,2016.0,9.0
2786,235454,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,71057.0,Single,Aurora,8873.53,Standard,2013,10,2018.0,1.0
2789,861879,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,70384.0,Single,Aurora,8879.79,Standard,2016,9,2017.0,11.0
2799,580592,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,49366.0,Married,Aurora,8925.63,Standard,2013,5,2013.0,7.0
2820,924796,Canada,Ontario,Toronto,P1W 1K4,Male,College,,Single,Aurora,9022.08,Standard,2015,3,2015.0,11.0
2849,921403,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,83022.0,Married,Aurora,9080.6,Standard,2017,5,2018.0,1.0
2876,997121,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,101665.0,Married,Aurora,9135.29,Standard,2017,12,2018.0,8.0
2879,654919,Canada,British Columbia,Vancouver,V6E 3D9,Female,High School or Below,80893.0,Married,Aurora,9162.06,Standard,2013,4,2014.0,8.0
2885,139270,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,85906.0,Married,Aurora,9185.03,Standard,2013,10,2015.0,4.0
2889,575145,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,85514.0,Married,Aurora,9217.13,Standard,2014,4,2014.0,12.0
2890,991638,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,51189.0,Divorced,Aurora,9217.98,Standard,2015,11,2018.0,12.0
2905,152007,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,83448.0,Married,Aurora,9322.09,Standard,2018,1,2018.0,9.0
2910,255818,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Aurora,9350.87,Standard,2014,11,2017.0,4.0
2912,854835,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,76260.0,Single,Aurora,9366.82,Standard,2016,6,2017.0,2.0
2917,892000,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,69537.0,Married,Aurora,9378.9,Standard,2015,9,2016.0,5.0
2926,509149,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,72400.0,Married,Aurora,9415.53,Standard,2014,10,2017.0,11.0
2933,626510,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,66498.0,Married,Aurora,9422.57,Standard,2015,8,2016.0,4.0
2937,304764,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,87255.0,Divorced,Aurora,9429.08,Standard,2017,3,2018.0,3.0
2942,939320,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Doctor,271085.0,Divorced,Nova,7296.54,2018 Promotion,2018,3,2018.0,11.0
2958,155623,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,70946.0,Married,Aurora,9540.92,Standard,2014,8,2015.0,4.0
2964,201898,Canada,Ontario,Ottawa,K1G 4Z0,Female,College,,Married,Aurora,9591.03,Standard,2017,7,2018.0,3.0
2968,257393,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,50660.0,Single,Aurora,9624.52,Standard,2013,12,2016.0,2.0
2983,517472,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,74651.0,Single,Nova,7840.17,2018 Promotion,2018,2,2018.0,10.0
3001,606600,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,102168.0,Married,Aurora,9774.61,Standard,2013,8,2018.0,11.0
