,Loyalty_Number,Province,City,Postal_Code,Gender,Education,Salary_$,Marital_Status,Loyalty_Card,CLV,Enrollment_Type,Enrollment_Date
246,870998,British_Columbia,Vancouver,V1E_4R6,Male,Bachelor,76159,Married,Star,4330.39,Standard,2016-04
247,958224,British_Columbia,Vancouver,V5R_1W3,Female,Bachelor,76159,Married,Star,4330.39,Standard,2015-12
248,837628,British_Columbia,Vancouver,V6E_3D9,Male,Bachelor,60928,Married,Star,4330.77,Standard,2014-10
249,395460,Alberta,Edmonton,T9G_1W3,Male,College,79359,Single,Star,4330.8,Standard,2013-12
250,136547,Alberta,Edmonton,T3G_6Y6,Female,Bachelor,92131,Married,Star,4331.46,Standard,2012-09
251,780631,Ontario,Toronto,M2M_7K8,Female,Bachelor,92131,Married,Star,4331.46,Standard,2018-11
252,166712,Saskatchewan,Regina,S1J_3C5,Male,Master,114551,Single,Star,4334.06,Standard,2014-08
253,217695,Ontario,Trenton,K8V_4B2,Male,Master,114551,Single,Star,4334.06,Standard,2013-09
254,263707,Nova_Scotia,Halifax,B3J_9S2,Female,Master,114551,Single,Star,4334.06,Standard,2014-05
255,638368,Quebec,Montreal,H2T_2J6,Male,Master,114551,Single,Star,4334.06,Standard,2013-11
256,695529,British_Columbia,Vancouver,V6E_3D9,Male,Master,114551,Single,Star,4334.06,Standard,2012-12
257,871203,Ontario,Toronto,M1R_4K3,Male,Master,114551,Single,Star,4334.06,Standard,2017-12
258,915571,British_Columbia,Victoria,V10_6T5,Male,Master,114551,Single,Star,4334.06,Standard,2015-07
259,642109,British_Columbia,Victoria,V10_6T5,Male,Bachelor,94908,Married,Star,4335.35,Standard,2014-02
260,833701,British_Columbia,Whistler,V6T_1Y8,Male,College,79359,Single,Star,4340.86,Standard,2014-02
261,275442,New_Brunswick,Moncton,E1A_2A7,Male,Bachelor,87262,Married,Star,4349.31,Standard,2016-01
262,374345,Saskatchewan,Regina,S6J_3G0,Female,Bachelor,87262,Married,Star,4349.31,Standard,2015-10
263,384825,Ontario,Thunder_Bay,K8T_5M5,Female,Bachelor,87262,Married,Star,4349.31,Standard,2012-08
264,559233,Ontario,Kingston,M9K_2P4,Female,Bachelor,87262,Married,Star,4349.31,Standard,2018-07
265,564650,British_Columbia,Vancouver,V6E_3D9,Male,Bachelor,87262,Married,Star,4349.31,Standard,2013-08
266,277649,Ontario,Toronto,P1W_1K4,Male,Bachelor,94838,Divorced,Star,4358.76,Standard,2012-08
267,176885,British_Columbia,Dawson_Creek,U5I_4F1,Male,Bachelor,90142,Married,Star,4361.37,Standard,2015-12
268,732013,Ontario,Toronto,M2P_4F6,Female,Bachelor,90142,Married,Star,4361.37,Standard,2015-09
269,793318,British_Columbia,Whistler,V6T_1Y8,Male,College,79359,Single,Star,4362.77,Standard,2016-02
270,830024,Quebec,Montreal,H2T_9K8,Female,College,79359,Single,Star,4362.77,Standard,2015-04
271,223684,Ontario,Toronto,P1J_8T7,Male,Bachelor,74964,Married,Star,4362.93,Standard,2018-07
272,723262,Alberta,Edmonton,T3G_6Y6,Male,Bachelor,74964,Married,Star,4362.93,Standard,2018-10
273,879892,Ontario,Toronto,M2M_6J7,Male,Bachelor,71797,Divorced,Star,4363.12,Standard,2018-05
274,966117,Alberta,Calgary,T3E_2V9,Male,Bachelor,71797,Divorced,Star,4363.12,Standard,2012-09
275,258358,Quebec,Montreal,H2T_2J6,Female,College,79359,Single,Star,4363.2,Standard,2016-07
276,265836,Quebec,Montreal,H2T_2J6,Female,Bachelor,64692,Single,Star,4364.31,Standard,2013-06
277,474174,Ontario,Sudbury,M5V_1G5,Female,Doctor,218703,Married,Star,4365.26,Standard,2015-11
278,474172,Ontario,Toronto,P1J_8T7,Female,Bachelor,50951,Single,Star,4369.04,Standard,2015-05
279,202299,New_Brunswick,Fredericton,E3B_2H2,Female,Doctor,245427,Married,Star,4373.36,Standard,2017-03
280,497467,Quebec,Montreal,H4G_3T4,Female,Doctor,245427,Married,Star,4373.36,Standard,2015-03
281,971902,Ontario,Toronto,M1R_4K3,Male,College,79359,Married,Star,4376.08,Standard,2014-01
282,134279,Ontario,Toronto,P1W_1K4,Male,Bachelor,78573,Divorced,Star,4376.36,Standard,2018-08
283,474757,New_Brunswick,Fredericton,E3B_2H2,Male,Bachelor,78573,Divorced,Star,4376.36,Standard,2014-04
284,635225,British_Columbia,Vancouver,V6E_3D9,Female,Bachelor,78573,Divorced,Star,4376.36,Standard,2015-03
285,980198,Quebec,Montreal,H4G_3T4,Female,Bachelor,78573,Divorced,Star,4376.36,Standard,2017-02
286,995693,Alberta,Calgary,T3E_2V9,Female,Bachelor,78573,Divorced,Star,4376.36,Standard,2018-05
287,861924,Nova_Scotia,Halifax,B3C_2M8,Male,College,79359,Single,Star,4377.53,Standard,2013-09
288,639383,Ontario,Toronto,M2M_7K8,Female,Bachelor,46978,Married,Star,4381.18,Standard,2018-10
289,769731,Ontario,Toronto,P1W_1K4,Female,High_School_or_Below,61040,Married,Star,4381.88,Standard,2016-03
290,884530,British_Columbia,Vancouver,V5R_1W3,Female,High_School_or_Below,61040,Married,Star,4381.88,Standard,2018-07
291,207372,Saskatchewan,Regina,S6J_3G0,Male,Bachelor,93733,Single,Star,4383.15,Standard,2017-12
292,236300,Ontario,Thunder_Bay,K8T_5M5,Female,Bachelor,55522,Married,Star,4384.35,Standard,2015-08
293,543553,Ontario,Toronto,P1J_8T7,Female,Master,72027,Single,Star,4386.28,Standard,2018-11
294,639701,Ontario,Trenton,K8V_4B2,Female,Master,72027,Single,Star,4386.28,Standard,2012-04
295,998090,British_Columbia,Dawson_Creek,U5I_4F1,Male,Bachelor,51427,Married,Star,4389.28,Standard,2016-07
296,283747,Quebec,Tremblant,H5Y_2S9,Male,College,79359,Divorced,Star,4389.95,Standard,2016-04
297,863122,Ontario,Toronto,P5S_6R4,Male,Bachelor,52922,Married,Star,4395.89,Standard,2018-05
298,816593,British_Columbia,Victoria,V10_6T5,Male,College,79359,Single,Star,4398.05,Standard,2015-11
299,440939,Manitoba,Winnipeg,R2C_0M5,Female,High_School_or_Below,68812,Married,Star,4419.12,Standard,2016-09
300,531201,British_Columbia,West_Vancouver,V6V_8Z3,Female,College,79359,Married,Star,4419.54,Standard,2012-08
301,585629,Quebec,Montreal,H2T_9K8,Male,College,79359,Single,Star,4423.69,Standard,2016-03
302,347932,New_Brunswick,Fredericton,E3B_2H2,Male,Bachelor,78444,Married,Star,4425.75,Standard,2012-09
303,417886,British_Columbia,Vancouver,V5R_1W3,Female,Bachelor,91100,Married,Star,4425.91,Standard,2015-02
304,514900,Ontario,Toronto,P1L_8X8,Female,Bachelor,91100,Married,Star,4425.91,Standard,2018-07
305,203550,Quebec,Tremblant,H5Y_2S9,Male,Bachelor,53610,Married,Star,4426.1,Standard,2013-11
306,181825,Alberta,Calgary,T3E_2V9,Female,Bachelor,74770,Married,Star,4428.03,Standard,2015-04
307,261582,New_Brunswick,Fredericton,E3B_2H2,Male,Bachelor,74770,Married,Star,4428.03,Standard,2012-07
308,679859,British_Columbia,Whistler,V6T_1Y8,Female,Bachelor,74770,Married,Star,4428.03,Standard,2014-09
309,977693,Alberta,Calgary,T3E_2V9,Female,College,79359,Single,Nova,2887.74,2018_Promotion,2018-02
310,122958,Nova_Scotia,Halifax,B3C_2M8,Male,Bachelor,49512,Married,Star,4430.57,Standard,2016-06
311,274698,British_Columbia,Vancouver,V6E_3D9,Male,Bachelor,57188,Married,Star,4434.41,Standard,2013-09
312,443967,Alberta,Peace_River,T9O_2W2,Female,High_School_or_Below,73327,Single,Nova,3086.87,2018_Promotion,2018-03
313,652291,British_Columbia,Vancouver,V6E_3D9,Female,Bachelor,96749,Divorced,Star,4439.9,Standard,2013-10
314,603775,Ontario,Ottawa,K1F_2R2,Male,College,79359,Married,Star,4443.63,Standard,2014-03
315,948404,Manitoba,Winnipeg,R2C_0M5,Female,Doctor,86499,Married,Star,4447.42,Standard,2014-12
316,605877,Ontario,Toronto,P1J_8T7,Female,College,79359,Married,Star,4455.84,Standard,2016-12
317,994377,British_Columbia,Vancouver,V5R_1W3,Female,Bachelor,53530,Single,Star,4456.02,Standard,2013-12
318,766927,Ontario,Toronto,P1J_8T7,Male,Bachelor,71936,Divorced,Star,4457.94,Standard,2016-04
319,556492,Alberta,Edmonton,T9G_1W3,Male,College,79359,Single,Nova,3099.54,2018_Promotion,2018-03
320,702588,Alberta,Banff,T4V_1D4,Male,Master,94440,Divorced,Star,4458.11,Standard,2016-11
321,798248,British_Columbia,Dawson_Creek,U5I_4F1,Female,Master,94440,Divorced,Star,4458.11,Standard,2012-05
322,641448,British_Columbia,Victoria,V10_6T5,Male,Bachelor,83194,Married,Star,4462.45,Standard,2015-11
323,406047,Ontario,Toronto,P1J_8T7,Female,College,79359,Single,Star,4463.0,Standard,2017-03
324,538902,British_Columbia,Whistler,V6T_1Y8,Female,College,79359,Single,Star,4463.0,Standard,2017-10
325,855602,Alberta,Banff,T4V_1D4,Male,Bachelor,60704,Single,Nova,3133.5,2018_Promotion,2018-03
326,883242,Ontario,Toronto,P2T_6G3,Male,College,79359,Single,Star,4463.0,Standard,2018-10
327,909134,British_Columbia,Vancouver,V5R_1W3,Male,College,79359,Single,Star,4463.0,Standard,2016-05
328,294753,Ontario,Trenton,K8V_4B2,Female,College,79359,Single,Star,4463.61,Standard,2015-01
329,606076,Alberta,Banff,T4V_1D4,Female,Bachelor,77162,Married,Star,4465.34,Standard,2018-11
330,120613,Quebec,Hull,J8Y_3Z5,Female,College,79359,Single,Star,4466.1,Standard,2018-12
331,520094,Quebec,Hull,J8Y_3Z5,Female,Bachelor,52881,Married,Star,4466.98,Standard,2016-10
332,754539,Quebec,Tremblant,H5Y_2S9,Male,College,79359,Single,Star,4467.71,Standard,2016-06
333,189611,British_Columbia,Whistler,V6T_1Y8,Male,College,79359,Single,Star,4468.22,Standard,2012-10
334,971599,Alberta,Banff,T4V_1D4,Male,College,79359,Single,Star,4468.51,Standard,2013-06
335,485189,Ontario,Ottawa,K1G_4Z0,Male,College,79359,Single,Star,4471.75,Standard,2012-09
336,521384,British_Columbia,Vancouver,V6E_3D9,Female,Bachelor,71069,Married,Star,4472.33,Standard,2016-01
337,128039,Saskatchewan,Regina,S1J_3C5,Male,Bachelor,94052,Married,Star,4474.48,Standard,2014-09
338,565133,Ontario,Toronto,P2T_6G3,Male,Bachelor,62202,Divorced,Star,4477.45,Standard,2013-04
339,947876,Ontario,Toronto,M1R_4K3,Male,Bachelor,101171,Married,Star,4479.02,Standard,2018-12
340,138746,British_Columbia,Vancouver,V6E_3Z3,Female,High_School_or_Below,57020,Married,Star,4479.49,Standard,2012-12
341,564707,Ontario,Trenton,K8V_4B2,Female,High_School_or_Below,57020,Married,Star,4479.49,Standard,2013-10
342,712114,Alberta,Banff,T4V_1D4,Female,Bachelor,87293,Married,Nova,3235.36,2018_Promotion,2018-04
343,174996,Saskatchewan,Regina,S6J_3G0,Female,College,79359,Single,Star,4488.13,Standard,2014-10
344,798854,British_Columbia,Victoria,V10_6T5,Female,College,79359,Married,Star,4491.91,Standard,2017-06
345,800075,Quebec,Montreal,H2Y_4R4,Female,High_School_or_Below,62621,Single,Star,4492.23,Standard,2016-02
346,410384,New_Brunswick,Moncton,E1A_2A7,Male,College,79359,Single,Star,4492.52,Standard,2012-09
347,692304,Quebec,Tremblant,H5Y_2S9,Female,College,79359,Single,Star,4492.52,Standard,2016-10
348,991672,Quebec,Montreal,H4G_3T4,Male,College,79359,Single,Star,4502.41,Standard,2017-04
349,344180,British_Columbia,Vancouver,V6E_3Z3,Male,College,79359,Single,Star,4502.67,Standard,2017-07
350,703338,Ontario,Trenton,K8V_4B2,Male,College,79359,Single,Star,4502.87,Standard,2018-11
351,922388,British_Columbia,Dawson_Creek,U5I_4F1,Female,Bachelor,91236,Married,Star,4505.4,Standard,2016-12
352,471018,Ontario,Sudbury,M5V_1G5,Female,Bachelor,50047,Married,Star,4505.84,Standard,2015-08
353,655743,Quebec,Montreal,H2T_2J6,Female,High_School_or_Below,60806,Single,Star,4505.85,Standard,2013-07
354,787472,Ontario,Toronto,M2M_7K8,Female,College,79359,Single,Star,4506.66,Standard,2017-09
355,667687,Ontario,Toronto,M8Y_4K8,Female,College,79359,Single,Star,4512.2,Standard,2018-11
356,348920,Quebec,Montreal,H2T_9K8,Male,Bachelor,95947,Married,Star,4515.18,Standard,2013-04
357,523394,British_Columbia,West_Vancouver,V6V_8Z3,Male,Bachelor,95947,Married,Star,4515.18,Standard,2014-11
358,430521,Saskatchewan,Regina,S1J_3C5,Female,Bachelor,47639,Divorced,Star,4515.45,Standard,2018-12
359,981581,British_Columbia,Dawson_Creek,U5I_4F1,Female,High_School_or_Below,71398,Married,Star,4517.91,Standard,2013-10
360,639510,Manitoba,Winnipeg,R2C_0M5,Female,College,79359,Single,Star,4518.02,Standard,2012-12
361,744675,Ontario,Kingston,M9K_2P4,Female,Bachelor,60757,Married,Star,4521.19,Standard,2015-02
362,289177,Ontario,Toronto,M2P_4F6,Male,Bachelor,55909,Married,Star,4525.28,Standard,2014-12
363,271641,Alberta,Edmonton,T9G_1W3,Male,College,79359,Married,Nova,3256.77,2018_Promotion,2018-03
364,357149,Quebec,Hull,J8Y_3Z5,Female,College,79359,Married,Star,4526.13,Standard,2016-05
365,876207,Quebec,Montreal,H2T_2J6,Female,Bachelor,99902,Married,Star,4526.95,Standard,2014-07
366,224384,Ontario,Toronto,M2M_7K8,Female,Bachelor,97789,Married,Star,4528.74,Standard,2013-04
367,650445,Ontario,Toronto,M8Y_4K8,Female,Bachelor,79568,Married,Star,4529.06,Standard,2016-08
368,399982,British_Columbia,Vancouver,V6E_3D9,Female,College,79359,Single,Star,4529.98,Standard,2013-06
369,228984,British_Columbia,Kelowna,V09_2E9,Male,Bachelor,57254,Married,Star,4530.53,Standard,2015-11
370,221388,Ontario,Sudbury,M5V_1G5,Male,College,79359,Married,Star,4531.37,Standard,2013-07
371,710053,Quebec,Montreal,H2T_9K8,Female,Bachelor,49253,Married,Star,4531.37,Standard,2016-06
372,591576,Quebec,Montreal,H2Y_4R4,Female,College,79359,Single,Star,4531.68,Standard,2012-11
373,696577,Alberta,Edmonton,T3G_6Y6,Female,Bachelor,58713,Single,Nova,3757.8,2018_Promotion,2018-04
374,836475,British_Columbia,Vancouver,V5R_1W3,Female,Bachelor,75487,Married,Star,4540.38,Standard,2014-08
375,686223,Alberta,Banff,T4V_1D4,Male,Bachelor,33651,Married,Nova,3837.45,2018_Promotion,2018-04
376,450979,Quebec,Tremblant,H5Y_2S9,Male,College,79359,Divorced,Star,4541.26,Standard,2018-11
377,392235,British_Columbia,Vancouver,V6E_3D9,Female,Bachelor,53768,Single,Star,4542.41,Standard,2013-07
378,529218,British_Columbia,Vancouver,V5R_1W3,Male,College,79359,Single,Star,4547.16,Standard,2015-02
379,549132,British_Columbia,Dawson_Creek,U5I_4F1,Female,Bachelor,56443,Married,Star,4547.89,Standard,2017-05
380,782523,Ontario,Toronto,M2P_4F6,Female,Bachelor,56443,Married,Star,4547.89,Standard,2018-09
381,566343,Quebec,Montreal,H2T_2J6,Male,College,79359,Married,Star,4548.29,Standard,2013-12
382,263729,Ontario,Trenton,K8V_4B2,Female,Bachelor,94208,Single,Star,4554.56,Standard,2014-03
383,326561,British_Columbia,Vancouver,V6E_3D9,Female,Bachelor,94208,Single,Star,4554.56,Standard,2015-01
384,430880,Alberta,Calgary,T3E_2V9,Female,Bachelor,102644,Single,Nova,5272.19,2018_Promotion,2018-04
385,216652,Alberta,Edmonton,T3G_6Y6,Male,Bachelor,73496,Married,Nova,5387.93,2018_Promotion,2018-02
386,561092,Quebec,Hull,J8Y_3Z5,Male,High_School_or_Below,48849,Married,Star,4558.43,Standard,2018-11
387,234866,Nova_Scotia,Halifax,B3J_9S2,Male,College,79359,Single,Star,4558.59,Standard,2014-08
388,721984,New_Brunswick,Fredericton,E3B_2H2,Male,Bachelor,59500,Married,Star,4558.97,Standard,2017-03
389,772397,Ontario,Kingston,M9K_2P4,Male,High_School_or_Below,80050,Married,Star,4561.27,Standard,2014-04
390,685792,British_Columbia,Vancouver,V6E_3D9,Female,Bachelor,60582,Divorced,Star,4563.02,Standard,2016-07
391,344199,Ontario,Thunder_Bay,K8T_5M5,Male,College,79359,Married,Star,4563.87,Standard,2012-07
392,909385,Ontario,Sudbury,M5V_1G5,Male,High_School_or_Below,44510,Single,Star,4564.51,Standard,2016-03
393,211043,Yukon,Whitehorse,Y2K_6R0,Female,College,79359,Single,Star,4566.12,Standard,2012-07
394,459801,Ontario,Toronto,M8Y_4K8,Female,College,79359,Single,Star,4568.82,Standard,2012-06
395,958243,Ontario,London,M5B_3E4,Male,College,79359,Married,Star,4569.88,Standard,2017-01
396,517758,Yukon,Whitehorse,Y2K_6R0,Male,Doctor,269011,Divorced,Star,4570.67,Standard,2012-12
397,712062,Ontario,Kingston,M9K_2P4,Male,Doctor,269011,Divorced,Star,4570.67,Standard,2016-08
398,845945,British_Columbia,Vancouver,V6E_3Z3,Female,Bachelor,98851,Divorced,Star,4571.51,Standard,2014-01
399,324707,Quebec,Montreal,H2Y_2W2,Male,College,79359,Married,Star,4572.04,Standard,2013-03
400,184635,Ontario,Toronto,M1R_4K3,Female,Bachelor,104581,Single,Star,4574.52,Standard,2014-10
401,947123,Quebec,Tremblant,H5Y_2S9,Female,Bachelor,55985,Single,Star,4574.92,Standard,2017-11
402,432598,Ontario,Toronto,P2T_6G3,Female,Bachelor,67447,Married,Star,4576.76,Standard,2014-09
403,524483,British_Columbia,Vancouver,V6E_3D9,Female,Bachelor,67447,Married,Star,4576.76,Standard,2014-12
404,413445,Quebec,Montreal,H2T_9K8,Female,Bachelor,68171,Divorced,Star,4582.16,Standard,2017-08
405,257575,Ontario,Toronto,M8Y_4K8,Male,Bachelor,82460,Married,Star,4582.67,Standard,2016-06
406,352834,Ontario,Trenton,K8V_4B2,Male,High_School_or_Below,58212,Married,Star,4582.69,Standard,2017-08
407,127590,Quebec,Montreal,H2T_9K8,Male,Bachelor,80927,Married,Star,4582.9,Standard,2017-04
408,846374,Ontario,Toronto,P1J_8T7,Male,Bachelor,48538,Married,Star,4583.1,Standard,2016-03
409,651054,Ontario,Toronto,P5S_6R4,Male,Bachelor,101280,Married,Star,4583.75,Standard,2018-05
410,674637,Alberta,Calgary,T3E_2V9,Female,Bachelor,83167,Married,Nova,5395.83,2018_Promotion,2018-03
411,130368,Ontario,Toronto,M2M_7K8,Male,Bachelor,92859,Married,Star,4591.63,Standard,2013-10
412,752331,Quebec,Montreal,H2T_2J6,Female,Bachelor,85766,Married,Star,4592.15,Standard,2015-03
413,986825,British_Columbia,West_Vancouver,V6V_8Z3,Female,Bachelor,85766,Married,Star,4592.15,Standard,2013-09
414,882024,British_Columbia,Vancouver,V6E_3Z3,Male,College,79359,Married,Star,4594.26,Standard,2018-09
415,981343,Ontario,Trenton,K8V_4B2,Male,College,79359,Married,Star,4594.26,Standard,2012-10
416,101581,Ontario,Toronto,P5S_6R4,Male,Bachelor,87781,Married,Star,4595.46,Standard,2012-10
417,321557,British_Columbia,Vancouver,V6E_3Z3,Male,Bachelor,101826,Divorced,Star,4595.52,Standard,2013-12
418,390719,British_Columbia,Vancouver,V6E_3D9,Female,Bachelor,69609,Married,Star,4598.24,Standard,2014-03
419,329358,Ontario,Ottawa,K1F_2R2,Male,Bachelor,89923,Single,Star,4599.76,Standard,2018-01
420,497494,Quebec,Montreal,H2T_2J6,Male,Bachelor,59207,Married,Star,4601.91,Standard,2016-07
421,821379,British_Columbia,Victoria,V10_6T5,Female,Bachelor,59207,Married,Star,4601.91,Standard,2017-09
422,361816,British_Columbia,Victoria,V10_6T5,Female,High_School_or_Below,65673,Single,Star,4605.04,Standard,2014-03
423,517612,Ontario,Kingston,M9K_2P4,Male,High_School_or_Below,65673,Single,Star,4605.04,Standard,2013-07
424,734192,Newfoundland,St._John's,A1C_6H9,Male,High_School_or_Below,65673,Single,Star,4605.04,Standard,2016-01
425,774724,British_Columbia,Vancouver,V6E_3D9,Female,High_School_or_Below,65673,Single,Star,4605.04,Standard,2016-05
426,984824,Alberta,Edmonton,T9G_1W3,Female,Bachelor,94891,Married,Nova,5500.01,2018_Promotion,2018-04
427,906396,Ontario,Ottawa,K1F_2R2,Male,College,79359,Single,Star,4606.27,Standard,2016-01
428,722976,British_Columbia,Whistler,V6T_1Y8,Female,High_School_or_Below,53315,Married,Star,4617.39,Standard,2016-10
429,747304,British_Columbia,Vancouver,V6E_3D9,Male,Bachelor,62030,Divorced,Star,4617.84,Standard,2012-07
430,613804,Ontario,Toronto,M2Z_4K1,Female,College,79359,Single,Star,4620.39,Standard,2016-06
431,995877,Quebec,Hull,J8Y_3Z5,Male,College,79359,Single,Star,4623.54,Standard,2018-01
432,446968,British_Columbia,Victoria,V10_6T5,Male,Bachelor,102934,Single,Star,4623.62,Standard,2015-01
433,123928,Quebec,Tremblant,H5Y_2S9,Male,Bachelor,52589,Divorced,Star,4624.56,Standard,2018-12
434,237105,New_Brunswick,Moncton,E1A_2A7,Male,Bachelor,52589,Divorced,Star,4624.56,Standard,2017-11
435,395026,Ontario,Trenton,K8V_4B2,Male,College,79359,Married,Star,4624.62,Standard,2014-10
436,702493,British_Columbia,Vancouver,V6E_3Z3,Male,College,79359,Married,Star,4624.62,Standard,2017-02
437,894466,Ontario,Toronto,M2M_7K8,Female,Bachelor,80692,Married,Star,4625.55,Standard,2014-02
438,610393,Nova_Scotia,Halifax,B3C_2M8,Male,Bachelor,90071,Divorced,Star,4626.8,Standard,2014-03
439,800726,Quebec,Montreal,H2Y_4R4,Female,Bachelor,90071,Divorced,Star,4626.8,Standard,2017-02
440,111171,British_Columbia,Whistler,V6T_1Y8,Female,College,79359,Single,Star,4628.28,Standard,2015-02
441,133324,Alberta,Edmonton,T9G_1W3,Male,Bachelor,62527,Married,Nova,5759.91,2018_Promotion,2018-04
442,842064,Nova_Scotia,Halifax,B3J_9S2,Male,College,79359,Single,Star,4630.36,Standard,2013-12
443,149542,Ontario,Toronto,P1W_1K4,Male,Bachelor,89094,Married,Star,4631.01,Standard,2014-10
444,779434,British_Columbia,Vancouver,V1E_4R6,Male,College,79359,Single,Star,4633.1,Standard,2015-06
445,203184,Nova_Scotia,Halifax,B3J_9S2,Female,Bachelor,53204,Married,Star,4633.55,Standard,2014-08
446,225077,Saskatchewan,Regina,S6J_3G0,Female,Master,123828,Married,Star,4636.55,Standard,2012-10
447,365816,Ontario,Toronto,P5S_6R4,Male,Master,123828,Married,Star,4636.55,Standard,2016-08
448,781463,Ontario,Toronto,M8Y_4K8,Female,Master,123828,Married,Star,4636.55,Standard,2015-07
449,644786,New_Brunswick,Fredericton,E3B_2H2,Male,Bachelor,102899,Married,Star,4637.03,Standard,2015-07
450,441440,Alberta,Edmonton,T9G_1W3,Female,Bachelor,50797,Single,Star,4637.16,Standard,2017-02
451,756791,Alberta,Edmonton,T9G_1W3,Female,College,79359,Single,Star,4639.04,Standard,2013-08
452,676676,Nova_Scotia,Halifax,B3J_9S2,Female,College,79359,Single,Star,4642.02,Standard,2015-10
453,401858,Ontario,Toronto,M2M_7K8,Male,College,79359,Divorced,Star,4644.7,Standard,2017-08
454,819569,Quebec,Hull,J8Y_3Z5,Male,College,79359,Married,Star,4644.9,Standard,2015-04
455,428826,British_Columbia,Vancouver,V6E_3D9,Male,Bachelor,63029,Single,Star,4645.57,Standard,2018-05
456,132563,Quebec,Tremblant,H5Y_2S9,Male,College,79359,Single,Nova,5955.54,2018_Promotion,2018-04
457,518533,Quebec,Hull,J8Y_3Z5,Male,Bachelor,59369,Married,Star,4646.39,Standard,2018-05
