Comunidades y Ciudades Autónomas;Tipo de equipamiento;Periodo;Total
Rioja, La;Viviendas que disponen de acceso a Internet;2021;94,9
Rioja, La;Viviendas que disponen de acceso a Internet;2020;93,6
Rioja, La;Viviendas que disponen de acceso a Internet;2019;90,6
Rioja, La;Viviendas que disponen de acceso a Internet;2018;82,5
Rioja, La;Viviendas que disponen de acceso a Internet;2017;81
Rioja, La;Viviendas que disponen de acceso a Internet;2016;79,2
Rioja, La;Viviendas que disponen de acceso a Internet;2015;75,2
Rioja, La;Viviendas que disponen de acceso a Internet;2014;70
Rioja, La;Viviendas que disponen de acceso a Internet;2013;64,8
Rioja, La;Viviendas que disponen de acceso a Internet;2012;64,3
Rioja, La;Viviendas que disponen de acceso a Internet;2011;59,3
Rioja, La;Viviendas que disponen de acceso a Internet;2010;53,9
Rioja, La;Viviendas que disponen de acceso a Internet;2009;48,7
Rioja, La;Viviendas que disponen de acceso a Internet;2008;48,7
Rioja, La;Viviendas que disponen de acceso a Internet;2007;41,2
Rioja, La;Viviendas que disponen de acceso a Internet;2006;36,2
Rioja, La;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2024;96,1
Rioja, La;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2023;96,1
Rioja, La;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2022;94,3
Rioja, La;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2021;94,9
Rioja, La;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2020;93,6
Rioja, La;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2019;90
Rioja, La;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2018;82,2
Rioja, La;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2017;80,1
Rioja, La;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2016;79,1
Rioja, La;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2015;74,3
Rioja, La;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2014;68,5
Rioja, La;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2013;63,4
Rioja, La;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2012;63,1
Rioja, La;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2011;55,6
Rioja, La;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2010;53
Rioja, La;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2009;45,7
Rioja, La;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2008;43,6
Rioja, La;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2007;35,6
Rioja, La;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2006;25,1
Rioja, La;Viviendas con teléfono fijo;2024;60,3
Rioja, La;Viviendas con teléfono fijo;2023;63,5
Rioja, La;Viviendas con teléfono fijo;2022;63,5
Rioja, La;Viviendas con teléfono fijo;2021;66,8
Rioja, La;Viviendas con teléfono fijo;2020;70,8
Rioja, La;Viviendas con teléfono fijo;2019;75,1
Rioja, La;Viviendas con teléfono fijo;2018;76,2
Rioja, La;Viviendas con teléfono fijo;2017;78,1
Rioja, La;Viviendas con teléfono fijo;2016;80,8
Rioja, La;Viviendas con teléfono fijo;2015;79,2
Rioja, La;Viviendas con teléfono fijo;2014;76,8
Rioja, La;Viviendas con teléfono fijo;2013;73,5
Rioja, La;Viviendas con teléfono fijo;2012;75,6
Rioja, La;Viviendas con teléfono fijo;2011;74,9
Rioja, La;Viviendas con teléfono fijo;2010;74,4
Rioja, La;Viviendas con teléfono fijo;2009;78,5
Rioja, La;Viviendas con teléfono fijo;2008;80,3
Rioja, La;Viviendas con teléfono fijo;2007;82,6
Rioja, La;Viviendas con teléfono fijo;2006;83,5
Rioja, La;Viviendas con teléfono móvil;2024;98,9
Rioja, La;Viviendas con teléfono móvil;2023;99,4
Rioja, La;Viviendas con teléfono móvil;2022;98,8
Rioja, La;Viviendas con teléfono móvil;2021;98,8
Rioja, La;Viviendas con teléfono móvil;2020;99,4
Rioja, La;Viviendas con teléfono móvil;2019;97,5
Rioja, La;Viviendas con teléfono móvil;2018;97,2
Rioja, La;Viviendas con teléfono móvil;2017;97,4
Rioja, La;Viviendas con teléfono móvil;2016;97,6
Rioja, La;Viviendas con teléfono móvil;2015;96,9
Rioja, La;Viviendas con teléfono móvil;2014;96,6
Rioja, La;Viviendas con teléfono móvil;2013;96,9
Rioja, La;Viviendas con teléfono móvil;2012;96,8
Rioja, La;Viviendas con teléfono móvil;2011;96,2
Rioja, La;Viviendas con teléfono móvil;2010;94,5
Rioja, La;Viviendas con teléfono móvil;2009;91
Rioja, La;Viviendas con teléfono móvil;2008;91,7
Rioja, La;Viviendas con teléfono móvil;2007;85,6
Rioja, La;Viviendas con teléfono móvil;2006;82,7
Ceuta;Viviendas con algún tipo de ordenador;2024;86,6
Ceuta;Viviendas con algún tipo de ordenador;2023;68,8
Ceuta;Viviendas con algún tipo de ordenador;2022;80,3
Ceuta;Viviendas con algún tipo de ordenador;2021;71,4
Ceuta;Viviendas con algún tipo de ordenador;2020;76,3
Ceuta;Viviendas con algún tipo de ordenador;2019;86,3
Ceuta;Viviendas con algún tipo de ordenador;2018;84,9
Ceuta;Viviendas con algún tipo de ordenador;2017;84,6
Ceuta;Viviendas con algún tipo de ordenador;2016;78,7
Ceuta;Viviendas con algún tipo de ordenador;2015;81,9
Ceuta;Viviendas con algún tipo de ordenador;2014;80,3
Ceuta;Viviendas con algún tipo de ordenador;2013;85
Ceuta;Viviendas con algún tipo de ordenador;2012;75,5
Ceuta;Viviendas con algún tipo de ordenador;2011;70,7
Ceuta;Viviendas con algún tipo de ordenador;2010;65,3
Ceuta;Viviendas con algún tipo de ordenador;2009;58,6
Ceuta;Viviendas con algún tipo de ordenador;2008;58,2
Ceuta;Viviendas con algún tipo de ordenador;2007;54,1
Ceuta;Viviendas con algún tipo de ordenador;2006;51,5
Ceuta;Viviendas que disponen de acceso a Internet;2024;98,8
Ceuta;Viviendas que disponen de acceso a Internet;2023;95,5
Ceuta;Viviendas que disponen de acceso a Internet;2022;97,3
Ceuta;Viviendas que disponen de acceso a Internet;2021;92,5
Ceuta;Viviendas que disponen de acceso a Internet;2020;96
Ceuta;Viviendas que disponen de acceso a Internet;2019;91,7
Ceuta;Viviendas que disponen de acceso a Internet;2018;91,7
Ceuta;Viviendas que disponen de acceso a Internet;2017;88,4
Ceuta;Viviendas que disponen de acceso a Internet;2016;83,9
Ceuta;Viviendas que disponen de acceso a Internet;2015;82,2
Ceuta;Viviendas que disponen de acceso a Internet;2014;81,3
Ceuta;Viviendas que disponen de acceso a Internet;2013;81,4
Ceuta;Viviendas que disponen de acceso a Internet;2012;71,3
Ceuta;Viviendas que disponen de acceso a Internet;2011;67,9
Ceuta;Viviendas que disponen de acceso a Internet;2010;63,4
Ceuta;Viviendas que disponen de acceso a Internet;2009;47,9
Ceuta;Viviendas que disponen de acceso a Internet;2008;49,3
Ceuta;Viviendas que disponen de acceso a Internet;2007;45,9
Ceuta;Viviendas que disponen de acceso a Internet;2006;39,2
Ceuta;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2024;98,8
Ceuta;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2023;95,5
Ceuta;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2022;97,3
Ceuta;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2021;92,5
Ceuta;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2020;96
Ceuta;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2019;91,7
Ceuta;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2018;91,7
Ceuta;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2017;88,4
Ceuta;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2016;82,6
Ceuta;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2015;80,2
Ceuta;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2014;81,3
Ceuta;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2013;81,4
Ceuta;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2012;71,3
Ceuta;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2011;65,2
Ceuta;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2010;62,1
Ceuta;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2009;46,7
Ceuta;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2008;47,5
Ceuta;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2007;44
Ceuta;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2006;37,5
Ceuta;Viviendas con teléfono fijo;2024;55,7
Ceuta;Viviendas con teléfono fijo;2023;67,2
Ceuta;Viviendas con teléfono fijo;2022;70,1
Ceuta;Viviendas con teléfono fijo;2021;78,1
Ceuta;Viviendas con teléfono fijo;2020;82
Ceuta;Viviendas con teléfono fijo;2019;85,7
Ceuta;Viviendas con teléfono fijo;2018;84,4
Ceuta;Viviendas con teléfono fijo;2017;86,3
Ceuta;Viviendas con teléfono fijo;2016;82,2
Ceuta;Viviendas con teléfono fijo;2015;83,6
Ceuta;Viviendas con teléfono fijo;2014;76,9
Ceuta;Viviendas con teléfono fijo;2013;80,4
Ceuta;Viviendas con teléfono fijo;2012;70,3
Ceuta;Viviendas con teléfono fijo;2011;84,9
Ceuta;Viviendas con teléfono fijo;2010;74,7
Ceuta;Viviendas con teléfono fijo;2009;68,6
Ceuta;Viviendas con teléfono fijo;2008;66,5
Ceuta;Viviendas con teléfono fijo;2007;65,2
Ceuta;Viviendas con teléfono fijo;2006;72,3
Ceuta;Viviendas con teléfono móvil;2024;98,9
Ceuta;Viviendas con teléfono móvil;2023;100
Ceuta;Viviendas con teléfono móvil;2022;98,9
Ceuta;Viviendas con teléfono móvil;2021;100
Ceuta;Viviendas con teléfono móvil;2020;100
Ceuta;Viviendas con teléfono móvil;2019;98
Ceuta;Viviendas con teléfono móvil;2018;100
Ceuta;Viviendas con teléfono móvil;2017;94,7
Ceuta;Viviendas con teléfono móvil;2016;94,6
Ceuta;Viviendas con teléfono móvil;2015;99
Ceuta;Viviendas con teléfono móvil;2014;96,6
Ceuta;Viviendas con teléfono móvil;2013;97,5
Ceuta;Viviendas con teléfono móvil;2012;81,3
Ceuta;Viviendas con teléfono móvil;2011;92,5
Ceuta;Viviendas con teléfono móvil;2010;87,9
Ceuta;Viviendas con teléfono móvil;2009;90,8
Ceuta;Viviendas con teléfono móvil;2008;83,3
Ceuta;Viviendas con teléfono móvil;2007;82,8
Ceuta;Viviendas con teléfono móvil;2006;86,9
Melilla;Viviendas con algún tipo de ordenador;2024;85,4
Melilla;Viviendas con algún tipo de ordenador;2023;84
Melilla;Viviendas con algún tipo de ordenador;2022;96
Melilla;Viviendas con algún tipo de ordenador;2021;89,5
Melilla;Viviendas con algún tipo de ordenador;2020;80,2
Melilla;Viviendas con algún tipo de ordenador;2019;82,2
Melilla;Viviendas con algún tipo de ordenador;2018;82,5
Melilla;Viviendas con algún tipo de ordenador;2017;82,7
Melilla;Viviendas con algún tipo de ordenador;2016;66
Melilla;Viviendas con algún tipo de ordenador;2015;69,5
Melilla;Viviendas con algún tipo de ordenador;2014;75
Melilla;Viviendas con algún tipo de ordenador;2013;65,3
Melilla;Viviendas con algún tipo de ordenador;2012;71,4
Melilla;Viviendas con algún tipo de ordenador;2011;80
Melilla;Viviendas con algún tipo de ordenador;2010;77,3
Melilla;Viviendas con algún tipo de ordenador;2009;67,7
Melilla;Viviendas con algún tipo de ordenador;2008;63,6
Melilla;Viviendas con algún tipo de ordenador;2007;60,9
Melilla;Viviendas con algún tipo de ordenador;2006;51,6
Melilla;Viviendas que disponen de acceso a Internet;2024;96,7
Melilla;Viviendas que disponen de acceso a Internet;2023;98,5
Melilla;Viviendas que disponen de acceso a Internet;2022;100
Melilla;Viviendas que disponen de acceso a Internet;2021;98,6
Melilla;Viviendas que disponen de acceso a Internet;2020;98,9
Melilla;Viviendas que disponen de acceso a Internet;2019;91,2
Melilla;Viviendas que disponen de acceso a Internet;2018;88,9
Melilla;Viviendas que disponen de acceso a Internet;2017;80,8
Melilla;Viviendas que disponen de acceso a Internet;2016;86,2
Melilla;Viviendas que disponen de acceso a Internet;2015;78,5
Melilla;Viviendas que disponen de acceso a Internet;2014;83,2
Melilla;Viviendas que disponen de acceso a Internet;2013;66,6
Melilla;Viviendas que disponen de acceso a Internet;2012;64,5
Melilla;Viviendas que disponen de acceso a Internet;2011;63,3
Melilla;Viviendas que disponen de acceso a Internet;2010;69,4
Melilla;Viviendas que disponen de acceso a Internet;2009;51
Melilla;Viviendas que disponen de acceso a Internet;2008;51,1
Melilla;Viviendas que disponen de acceso a Internet;2007;49
Melilla;Viviendas que disponen de acceso a Internet;2006;45,6
Melilla;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2024;96,7
Melilla;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2023;98,5
Melilla;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2022;100
Melilla;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2021;98,6
Melilla;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2020;98,9
Melilla;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2019;91,2
Melilla;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2018;88,9
Melilla;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2017;78,9
Melilla;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2016;85
Melilla;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2015;78,5
Melilla;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2014;81,8
Melilla;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2013;64,6
Melilla;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2012;64,5
Melilla;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2011;59,8
Melilla;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2010;67,1
Melilla;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2009;51
Melilla;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2008;46,6
Melilla;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2007;46,7
Melilla;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2006;38,4
Melilla;Viviendas con teléfono fijo;2024;52,8
Melilla;Viviendas con teléfono fijo;2023;56,3
Melilla;Viviendas con teléfono fijo;2022;68,9
Melilla;Viviendas con teléfono fijo;2021;62,8
Melilla;Viviendas con teléfono fijo;2020;65,8
Melilla;Viviendas con teléfono fijo;2019;73,3
Melilla;Viviendas con teléfono fijo;2018;70,7
Melilla;Viviendas con teléfono fijo;2017;74,1
Melilla;Viviendas con teléfono fijo;2016;70,6
Melilla;Viviendas con teléfono fijo;2015;65,2
Melilla;Viviendas con teléfono fijo;2014;64,9
Melilla;Viviendas con teléfono fijo;2013;60,6
Melilla;Viviendas con teléfono fijo;2012;70,5
Melilla;Viviendas con teléfono fijo;2011;65,9
Melilla;Viviendas con teléfono fijo;2010;71
Melilla;Viviendas con teléfono fijo;2009;67,1
Melilla;Viviendas con teléfono fijo;2008;71
Melilla;Viviendas con teléfono fijo;2007;72
Melilla;Viviendas con teléfono fijo;2006;72,3
Melilla;Viviendas con teléfono móvil;2024;98,9
Melilla;Viviendas con teléfono móvil;2023;100
Melilla;Viviendas con teléfono móvil;2022;100
Melilla;Viviendas con teléfono móvil;2021;100
Melilla;Viviendas con teléfono móvil;2020;100
Melilla;Viviendas con teléfono móvil;2019;100
Melilla;Viviendas con teléfono móvil;2018;98,2
Melilla;Viviendas con teléfono móvil;2017;98,1
Melilla;Viviendas con teléfono móvil;2016;96,5
Melilla;Viviendas con teléfono móvil;2015;97,5
Melilla;Viviendas con teléfono móvil;2014;100
Melilla;Viviendas con teléfono móvil;2013;97,3
Melilla;Viviendas con teléfono móvil;2012;91
Melilla;Viviendas con teléfono móvil;2011;100
Melilla;Viviendas con teléfono móvil;2010;90,5
Melilla;Viviendas con teléfono móvil;2009;96,8
Melilla;Viviendas con teléfono móvil;2008;93,5
Melilla;Viviendas con teléfono móvil;2007;92,6
Melilla;Viviendas con teléfono móvil;2006;84,4
