employee_turnover,business_travel_frequency,distance_from_home_km,education_level,environmental_satisfaction_level,gender,job_involvement_level,job_level,job_satisfaction_level,marital_status,num_companies_worked,overtime_hours,percent_salary_hike,standard_work_hours,stock_option_level,training_sessions_last_year,years_at_company,years_with_current_manager,birth_year,remote_work,total_years_worked,annual_salary,work_life_balance
yes,unknown,3.0,3,4.0,female,3,1,1,unknown,5,yes,11,none,0,5,5,4,1993,yes,8.0,53914.11,3.0
yes,unknown,1.0,3,3.0,male,3,1,3,single,0,none,14,part_time,0,1,6,5,1994,no,10.0,28111.13,2.0
no,unknown,3.0,3,4.0,female,3,2,1,married,2,none,14,full_time,1,4,6,5,1969,no,16.0,59400.0,3.0
no,travel_rarely,4.0,4,3.0,female,2,1,2,married,6,none,21,part_time,0,3,3,1,1990,yes,10.0,26220.0,3.0
no,travel_rarely,2.0,3,3.0,female,2,1,4,single,7,none,15,full_time,0,3,2,2,1971,yes,10.0,32120.0,2.0
no,travel_rarely,6.0,2,2.0,male,3,1,3,married,8,none,17,part_time,0,2,2,2,1964,no,10.0,28111.13,2.0
yes,unknown,1.0,3,4.0,male,2,1,3,single,0,none,14,none,0,2,3,2,1991,yes,4.0,53914.11,1.0
no,unknown,7.0,4,3.0,female,3,1,3,divorced,7,no,14,part_time,3,1,3,2,1984,no,7.0,28111.13,3.0
no,non_travel,26.0,4,3.0,male,3,2,4,unknown,0,no,18,part_time,0,2,3,2,1991,yes,4.0,53914.11,3.0
no,unknown,3.0,4,2.0,male,3,3,3,divorced,9,no,12,part_time,1,3,2,2,1992,yes,10.0,100071.84,3.0
no,travel_rarely,5.0,4,3.0,female,2,1,4,married,1,none,13,full_time,1,2,2,2,1990,yes,2.0,29110.0,2.0
no,unknown,7.0,4,1.0,male,4,2,3,unknown,4,none,17,none,1,1,3,2,1978,yes,9.0,53914.11,3.0
no,unknown,17.0,2,4.0,female,4,2,1,single,3,yes,13,part_time,0,1,3,2,1981,yes,10.0,53914.11,3.0
no,unknown,7.0,2,4.0,male,3,2,4,divorced,2,no,14,full_time,1,2,3,2,1994,no,10.0,69310.0,3.0
no,travel_rarely,1.0,3,1.0,female,3,2,3,married,0,no,12,none,2,3,4,2,1998,no,5.0,53914.11,3.0
no,unknown,2.0,1,4.0,male,2,2,1,unknown,4,no,13,part_time,0,5,6,4,1991,no,9.0,21760.0,3.0
no,travel_rarely,9.0,3,4.0,male,3,1,4,married,1,no,23,none,1,3,5,4,1995,yes,10.0,28111.13,3.0
no,travel_rarely,3.0,2,4.0,male,2,1,3,single,1,no,17,full_time,0,4,3,0,2002,no,10.0,32300.0,4.0
no,non_travel,1.0,4,1.0,female,3,3,4,divorced,2,yes,18,part_time,2,2,5,2,1986,no,10.0,100071.84,3.0
no,travel_rarely,23.0,4,4.0,male,3,2,4,unknown,9,none,14,part_time,1,2,2,2,1985,no,10.0,53914.11,3.0
yes,travel_rarely,16.0,4,1.0,male,3,1,2,divorced,2,yes,13,part_time,1,2,3,2,1997,no,10.0,28111.13,3.0
no,unknown,10.0,4,3.0,female,3,5,1,single,9,yes,11,full_time,0,4,3,2,1974,yes,10.0,186650.0,3.0
no,travel_frequently,5.0,3,4.0,female,3,1,2,divorced,1,none,11,part_time,1,5,2,2,1992,yes,2.0,27890.0,2.0
no,travel_frequently,9.0,3,2.0,male,3,1,4,married,1,none,12,part_time,3,3,4,2,1986,no,10.0,28111.13,2.0
no,travel_rarely,7.0,4,3.0,male,3,1,4,married,0,none,12,part_time,1,4,5,3,1992,yes,10.0,28111.13,3.0
no,travel_rarely,2.0,3,1.0,male,2,2,1,unknown,3,no,12,full_time,0,1,2,0,1992,no,10.0,64100.0,3.0
no,unknown,2.0,4,3.0,male,3,1,4,unknown,0,none,18,part_time,1,2,2,2,1992,yes,3.0,28111.13,1.0
yes,unknown,7.0,4,3.0,male,2,2,2,unknown,2,no,15,part_time,0,3,8,7,1971,no,11.0,49410.0,2.0
yes,unknown,2.0,4,1.0,male,1,1,4,married,5,yes,13,none,0,4,3,2,1995,yes,10.0,53914.11,2.0
no,travel_rarely,5.0,5,4.0,male,3,5,3,married,4,none,11,full_time,1,2,3,1,1976,no,21.0,191324.62,3.0
no,unknown,9.0,5,2.0,male,2,1,4,unknown,0,no,17,full_time,0,2,3,2,1994,yes,4.0,39830.0,3.0
no,unknown,5.0,2,4.0,male,3,2,4,unknown,7,no,16,none,2,2,6,4,1986,yes,8.0,53914.11,2.0
no,unknown,26.0,1,3.0,male,3,1,4,unknown,1,none,12,full_time,2,2,4,2,2000,no,10.0,29040.0,2.0
no,travel_rarely,2.0,1,3.0,male,3,1,3,divorced,0,yes,11,none,1,5,3,0,1981,no,4.0,53914.11,3.0
no,unknown,25.0,2,4.0,female,3,2,3,unknown,7,none,12,none,1,2,2,2,1993,no,4.0,53914.11,4.0
yes,unknown,7.0,1,1.0,female,2,1,2,single,1,none,11,part_time,0,3,3,2,2002,yes,3.0,21740.0,3.0
no,travel_rarely,1.0,4,4.0,male,3,2,3,unknown,2,no,11,none,0,2,3,2,1966,yes,10.0,53914.11,3.0
no,unknown,9.0,2,1.0,male,3,1,4,single,1,none,24,none,0,3,3,2,2002,yes,3.0,28111.13,2.0
no,travel_rarely,9.0,4,3.0,male,2,1,2,unknown,0,none,16,part_time,0,5,2,2,1992,yes,3.0,26570.0,3.0
no,unknown,7.0,3,3.0,male,3,1,4,unknown,9,no,16,part_time,0,4,3,2,1994,no,6.0,28111.13,3.0
no,travel_rarely,1.0,2,4.0,male,3,1,2,unknown,1,no,11,part_time,1,2,5,4,1996,yes,5.0,28111.13,3.0
no,travel_rarely,7.0,3,2.0,male,2,3,3,single,8,no,24,full_time,0,2,5,0,1974,yes,10.0,109650.0,3.0
no,travel_rarely,2.0,3,4.0,female,3,1,3,married,4,no,13,part_time,1,3,2,2,1987,yes,10.0,25430.0,3.0
yes,non_travel,19.0,3,1.0,male,4,2,4,unknown,8,yes,13,part_time,0,3,5,4,1989,yes,10.0,53040.0,2.0
no,unknown,10.0,4,4.0,female,3,2,3,divorced,1,yes,12,part_time,1,2,5,3,1999,yes,10.0,53914.11,4.0
no,unknown,1.0,4,2.0,female,3,1,1,unknown,3,no,16,part_time,1,5,5,2,1981,yes,8.0,28111.13,3.0
no,unknown,5.0,2,1.0,male,3,5,1,married,4,none,11,full_time,1,4,4,2,1969,no,24.0,194060.0,2.0
no,unknown,4.0,4,3.0,female,3,2,3,married,9,no,15,full_time,1,3,3,2,1989,yes,10.0,65380.0,3.0
no,unknown,21.0,3,4.0,male,3,1,4,unknown,7,none,20,none,1,1,3,2,1980,yes,10.0,53914.11,3.0
no,travel_rarely,8.0,4,3.0,female,3,2,3,unknown,4,yes,14,part_time,0,3,5,2,1980,yes,10.0,53914.11,3.0
no,travel_rarely,1.0,2,4.0,male,2,1,1,married,1,no,12,part_time,1,3,4,2,1992,no,4.0,22180.0,3.0
yes,travel_rarely,3.0,3,1.0,male,3,1,1,married,5,no,13,part_time,1,5,2,2,1998,yes,6.0,28111.13,3.0
no,unknown,10.0,2,1.0,male,3,1,4,married,3,no,21,part_time,2,3,2,2,1978,yes,8.0,26540.0,2.0
no,travel_rarely,4.0,2,4.0,female,3,4,4,married,2,no,13,full_time,0,2,5,4,1971,no,31.0,153407.07,1.0
yes,travel_frequently,6.0,2,4.0,female,1,1,3,unknown,0,no,16,part_time,1,3,2,0,1989,yes,3.0,28111.13,2.0
no,travel_rarely,23.0,3,1.0,female,3,1,4,divorced,1,no,22,part_time,2,3,3,2,1997,yes,10.0,28111.13,1.0
no,unknown,3.0,4,2.0,male,2,3,3,unknown,1,no,18,full_time,0,2,10,7,1994,yes,10.0,119350.0,3.0
yes,unknown,25.0,5,3.0,female,2,1,2,married,5,no,16,part_time,0,2,2,1,1994,no,6.0,25460.0,4.0
no,unknown,2.0,3,1.0,male,3,4,3,married,6,no,13,full_time,0,2,3,1,1977,no,10.0,178610.0,1.0
no,unknown,10.0,3,3.0,female,2,3,4,unknown,2,none,19,none,1,3,3,2,1977,no,15.0,53914.11,3.0
no,travel_rarely,7.0,1,4.0,male,3,1,2,single,0,none,14,part_time,0,3,3,2,1993,yes,10.0,28111.13,3.0
yes,travel_frequently,23.0,3,2.0,female,3,3,1,divorced,9,yes,15,part_time,3,2,3,2,1989,no,10.0,100071.84,3.0
no,unknown,5.0,2,2.0,male,3,1,3,married,4,no,17,part_time,1,4,2,0,1981,yes,10.0,28111.13,3.0
yes,unknown,7.0,1,3.0,male,2,1,3,single,5,no,16,full_time,0,3,2,2,2001,yes,4.0,38940.0,3.0
no,travel_rarely,19.0,3,4.0,male,3,2,4,divorced,4,no,12,part_time,2,2,3,2,1994,yes,8.0,42620.0,4.0
no,travel_frequently,18.0,1,1.0,female,3,3,3,married,5,no,11,none,0,3,2,2,1977,yes,10.0,105270.0,2.0
yes,unknown,11.0,4,4.0,male,4,2,3,unknown,8,none,12,part_time,0,2,4,2,1991,yes,10.0,53914.11,3.0
no,unknown,24.0,3,4.0,male,3,1,4,unknown,0,no,13,none,2,3,2,1,1999,no,3.0,53914.11,3.0
no,travel_rarely,25.0,2,1.0,male,2,2,4,single,4,no,14,part_time,0,3,3,2,1988,no,10.0,36810.0,3.0
no,unknown,2.0,4,3.0,female,3,2,4,married,1,no,13,part_time,2,4,10,2,1981,yes,10.0,53914.11,3.0
no,travel_rarely,1.0,4,4.0,female,2,4,1,married,7,no,11,full_time,1,3,3,2,1975,yes,21.0,153407.07,1.0
no,travel_rarely,1.0,4,1.0,female,2,2,3,unknown,4,no,11,part_time,0,1,2,2,1979,yes,10.0,53914.11,4.0
no,unknown,14.0,3,3.0,female,3,1,3,unknown,1,yes,18,part_time,2,3,8,6,1989,yes,8.0,28111.13,3.0
no,unknown,22.0,1,3.0,male,3,1,3,unknown,1,none,11,full_time,0,2,3,2,2002,yes,10.0,34470.0,3.0
no,travel_rarely,3.0,4,4.0,male,3,5,4,unknown,4,none,12,none,1,2,2,1,1979,yes,26.0,53914.11,4.0
no,travel_rarely,6.0,1,1.0,male,3,1,3,married,0,none,20,part_time,0,3,2,2,2001,yes,10.0,28111.13,3.0
no,travel_rarely,6.0,3,3.0,female,3,1,4,unknown,1,yes,13,none,1,2,3,2,1997,no,10.0,53914.11,3.0
no,unknown,9.0,2,2.0,male,2,2,2,unknown,2,yes,11,full_time,1,2,3,2,1987,yes,13.0,88470.0,3.0
no,unknown,3.0,4,1.0,male,2,1,4,single,0,none,13,part_time,0,0,4,1,1996,yes,5.0,20450.0,3.0
no,travel_rarely,4.0,3,1.0,male,4,1,1,unknown,2,none,16,part_time,1,3,3,2,2000,no,5.0,28111.13,4.0
no,unknown,8.0,3,4.0,male,4,2,2,unknown,0,no,22,part_time,1,4,3,2,1998,no,4.0,48510.0,3.0
no,unknown,7.0,1,3.0,male,4,2,2,married,3,none,12,full_time,0,3,2,2,1975,yes,10.0,81200.0,3.0
yes,travel_rarely,3.0,2,1.0,female,3,2,3,single,9,no,14,part_time,0,3,2,0,1999,yes,10.0,45770.0,3.0
no,travel_rarely,16.0,4,1.0,male,3,2,1,single,8,no,14,full_time,0,1,2,2,1963,no,10.0,54050.0,3.0
no,unknown,8.0,4,4.0,male,3,1,2,married,7,no,15,part_time,1,2,2,2,1973,yes,4.0,28111.13,3.0
no,non_travel,24.0,3,1.0,male,1,1,3,single,2,none,14,full_time,0,5,5,4,1979,no,9.0,37080.0,3.0
no,travel_frequently,3.0,3,4.0,female,3,4,3,divorced,9,yes,12,full_time,2,2,22,13,1976,yes,28.0,137700.0,2.0
yes,unknown,19.0,3,3.0,male,4,1,3,divorced,6,none,12,part_time,0,2,2,2,1981,yes,10.0,28111.13,3.0
no,travel_frequently,15.0,3,4.0,male,2,2,4,married,3,none,18,part_time,1,5,2,2,1980,yes,7.0,53914.11,3.0
no,unknown,2.0,1,4.0,female,2,1,4,single,0,none,20,part_time,0,2,4,3,1983,no,5.0,28111.13,2.0
no,unknown,10.0,3,4.0,male,3,1,2,unknown,1,no,14,none,2,2,2,2,1994,no,10.0,53914.11,3.0
no,unknown,6.0,3,4.0,male,3,2,4,single,2,none,17,part_time,0,4,2,2,1970,no,19.0,24500.0,3.0
no,travel_rarely,7.0,1,1.0,male,4,1,3,single,1,none,18,part_time,0,3,2,2,2000,no,10.0,28111.13,3.0
yes,unknown,2.0,3,4.0,male,3,5,1,unknown,5,yes,13,none,1,2,5,4,1968,no,24.0,53914.11,3.0
no,travel_frequently,1.0,2,1.0,female,1,1,4,unknown,3,no,14,part_time,1,2,2,0,1997,yes,10.0,28111.13,3.0
no,travel_rarely,1.0,4,2.0,female,4,1,4,single,2,no,16,none,0,2,4,3,1989,no,10.0,53914.11,3.0
no,unknown,8.0,1,3.0,male,3,2,4,married,0,none,19,part_time,1,3,4,1,1996,yes,5.0,43420.0,3.0
no,travel_rarely,8.0,4,1.0,female,3,1,4,unknown,1,no,16,none,1,1,3,2,1988,yes,3.0,53914.11,2.0
no,travel_rarely,7.0,3,4.0,male,1,1,3,married,3,no,21,part_time,2,2,2,2,1993,yes,7.0,28111.13,3.0
no,unknown,8.0,2,3.0,female,3,2,1,unknown,5,no,17,none,1,1,3,2,1989,yes,10.0,53914.11,3.0
no,travel_rarely,7.0,4,3.0,female,3,2,3,unknown,8,none,20,part_time,1,3,5,4,1971,yes,9.0,31490.0,3.0
yes,travel_rarely,16.0,3,1.0,female,3,2,1,single,5,none,15,part_time,0,3,3,2,1990,no,10.0,53240.0,3.0
no,travel_rarely,7.0,4,3.0,female,4,1,3,single,3,no,13,part_time,0,0,2,2,1988,no,7.0,28111.13,3.0
yes,unknown,2.0,4,3.0,male,3,1,3,single,6,no,17,full_time,0,3,2,1,1995,yes,5.0,43820.0,2.0
no,travel_rarely,13.0,3,3.0,male,3,1,2,married,4,none,13,part_time,1,2,5,4,1987,yes,10.0,28111.13,3.0
no,travel_frequently,16.0,4,3.0,female,2,1,4,single,1,no,16,part_time,0,3,5,3,1989,yes,6.0,25530.0,3.0
no,unknown,3.0,2,3.0,male,3,1,4,unknown,0,none,19,none,1,1,3,2,1989,no,4.0,53914.11,1.0
no,travel_rarely,4.0,3,4.0,male,3,2,2,single,9,none,12,full_time,0,2,5,3,1979,yes,10.0,59330.0,2.0
no,unknown,13.0,4,2.0,male,3,2,4,divorced,2,none,11,part_time,1,3,5,3,1991,yes,8.0,44030.0,2.0
no,unknown,7.0,2,1.0,female,2,3,4,married,7,yes,18,full_time,1,3,5,4,1970,no,35.0,109340.0,3.0
no,unknown,1.0,2,4.0,male,2,2,4,unknown,6,none,22,part_time,2,2,2,2,2001,no,4.0,53914.11,1.0
no,travel_rarely,8.0,4,1.0,male,4,1,4,unknown,2,yes,24,part_time,1,2,3,2,1979,no,10.0,28111.13,2.0
yes,travel_frequently,25.0,4,4.0,female,3,1,2,divorced,1,none,19,part_time,1,3,10,8,1988,yes,10.0,20220.0,2.0
no,unknown,4.0,1,3.0,male,2,2,1,unknown,1,no,12,part_time,0,1,5,3,1998,no,5.0,42560.0,4.0
no,travel_rarely,1.0,3,3.0,female,3,1,1,unknown,2,no,16,none,1,2,4,2,1974,no,7.0,53914.11,3.0
no,non_travel,7.0,1,1.0,male,2,1,4,unknown,0,none,17,part_time,0,2,5,4,1999,no,10.0,28111.13,2.0
no,travel_rarely,9.0,3,2.0,male,2,1,2,unknown,0,none,19,full_time,1,3,2,2,1985,yes,3.0,28990.0,3.0
yes,travel_rarely,1.0,3,2.0,female,2,1,3,unknown,6,yes,19,part_time,3,3,3,2,1994,no,5.0,28111.13,3.0
no,travel_frequently,1.0,3,4.0,female,3,2,4,married,4,none,13,none,1,2,5,2,1980,yes,12.0,53914.11,2.0
no,travel_rarely,5.0,4,1.0,male,3,2,4,single,1,none,14,part_time,0,3,4,2,1995,no,4.0,53914.11,3.0
yes,travel_rarely,2.0,3,3.0,female,2,1,3,single,1,none,13,part_time,0,3,2,2,2003,yes,2.0,28111.13,2.0
no,unknown,2.0,4,4.0,female,2,1,4,single,1,yes,18,none,0,3,3,2,1976,yes,3.0,53914.11,2.0
yes,travel_rarely,3.0,1,2.0,female,3,2,3,married,0,yes,19,part_time,1,3,3,2,2001,yes,4.0,53914.11,4.0
no,unknown,9.0,3,3.0,female,3,1,3,divorced,5,no,18,part_time,1,2,2,2,1995,yes,6.0,23770.0,3.0
yes,unknown,6.0,3,4.0,male,3,1,1,married,7,none,21,part_time,0,2,2,2,1984,yes,10.0,24040.0,1.0
no,travel_rarely,1.0,4,3.0,male,2,1,1,single,3,none,11,part_time,0,1,3,2,1990,no,10.0,27990.0,3.0
no,travel_rarely,7.0,4,2.0,male,3,1,4,single,2,none,18,part_time,0,6,6,1,1987,yes,8.0,28111.13,3.0
no,travel_rarely,7.0,3,3.0,female,3,2,3,unknown,1,none,16,none,0,3,5,0,1988,yes,5.0,53914.11,3.0
yes,unknown,9.0,2,3.0,male,2,1,1,single,0,yes,22,part_time,0,0,3,2,1992,no,4.0,28111.13,3.0
no,travel_rarely,13.0,1,2.0,female,3,1,4,single,3,none,18,full_time,0,4,3,2,1990,no,5.0,34520.0,3.0
no,unknown,7.0,4,3.0,female,3,1,2,married,9,no,14,part_time,1,2,2,2,1996,no,4.0,28110.0,3.0
yes,travel_rarely,22.0,3,1.0,female,3,1,3,married,4,none,11,part_time,0,2,5,1,1993,yes,10.0,28111.13,3.0
no,unknown,17.0,1,4.0,female,2,2,3,divorced,1,no,15,part_time,2,6,4,2,1999,no,5.0,43770.0,3.0
yes,travel_rarely,14.0,4,3.0,male,2,1,2,divorced,1,yes,24,part_time,1,2,4,2,1988,no,5.0,28111.13,1.0
yes,unknown,5.0,3,2.0,female,3,1,2,unknown,0,none,17,part_time,0,3,3,2,1993,yes,4.0,28111.13,3.0
no,travel_rarely,6.0,3,1.0,male,2,2,3,unknown,2,no,13,none,0,0,2,2,1975,yes,19.0,53914.11,3.0
no,travel_rarely,7.0,2,4.0,female,3,2,3,unknown,6,none,14,none,0,6,2,1,1982,no,8.0,53914.11,3.0
no,unknown,2.0,4,1.0,female,3,2,4,unknown,0,none,18,part_time,1,2,3,2,1996,yes,10.0,42270.0,3.0
no,travel_rarely,10.0,3,2.0,male,3,1,4,unknown,1,no,20,full_time,1,4,3,2,1988,no,3.0,39170.0,2.0
yes,non_travel,29.0,2,2.0,male,1,2,1,single,8,no,18,part_time,0,6,2,2,1997,yes,10.0,49690.0,3.0
no,non_travel,8.0,1,2.0,female,2,1,4,unknown,0,none,19,part_time,0,2,2,2,1990,no,10.0,28111.13,2.0
yes,unknown,2.0,3,1.0,male,3,1,1,married,6,none,14,part_time,1,2,3,2,1997,yes,6.0,20420.0,3.0
no,travel_frequently,3.0,4,3.0,male,3,1,3,unknown,3,no,16,none,1,2,2,2,1985,no,8.0,53914.11,3.0
no,unknown,7.0,4,3.0,male,3,5,4,unknown,9,no,17,full_time,2,0,2,2,1977,yes,23.0,191324.62,3.0
yes,unknown,9.0,3,4.0,female,3,1,4,single,1,yes,14,part_time,0,3,2,2,2003,yes,2.0,28111.13,3.0
no,unknown,7.0,3,3.0,male,3,2,1,married,0,none,15,none,1,1,6,2,1993,no,7.0,53914.11,2.0
no,non_travel,8.0,5,1.0,male,1,1,3,married,1,none,19,part_time,3,4,3,2,1996,no,3.0,28111.13,3.0
no,unknown,2.0,1,4.0,male,3,3,2,married,3,no,18,part_time,1,4,3,2,1968,yes,23.0,100071.84,3.0
no,travel_rarely,5.0,3,4.0,male,2,3,4,unknown,4,no,15,none,1,2,3,2,1990,yes,10.0,100071.84,3.0
no,unknown,15.0,2,1.0,male,3,1,3,unknown,1,no,16,none,1,5,4,2,1995,yes,4.0,22070.0,2.0
no,unknown,3.0,1,1.0,male,3,2,4,unknown,0,no,17,none,0,1,6,4,1989,yes,10.0,53914.11,2.0
yes,unknown,25.0,3,1.0,male,2,1,2,single,4,yes,20,part_time,0,0,2,2,1990,no,5.0,28111.13,3.0
no,unknown,7.0,3,4.0,female,3,2,2,married,0,no,17,part_time,1,3,3,2,1990,no,4.0,53914.11,3.0
no,unknown,1.0,1,4.0,female,2,1,2,single,1,yes,11,part_time,0,6,2,2,2002,yes,2.0,20700.0,4.0
no,travel_frequently,20.0,3,3.0,male,4,1,4,married,0,no,12,none,1,4,2,2,1992,yes,3.0,27910.0,3.0
no,unknown,11.0,2,4.0,male,3,2,4,divorced,1,none,11,none,1,3,5,2,1988,yes,5.0,53914.11,3.0
no,unknown,2.0,2,4.0,male,3,2,3,single,2,no,11,none,0,3,3,2,1989,yes,10.0,53914.11,3.0
yes,unknown,9.0,4,1.0,female,3,2,1,single,0,none,17,full_time,0,3,5,3,1990,no,6.0,82240.0,3.0
yes,unknown,15.0,3,3.0,male,3,1,3,unknown,1,no,12,part_time,1,5,2,2,1992,yes,10.0,26100.0,2.0
no,travel_rarely,25.0,2,3.0,female,2,2,4,unknown,7,no,13,full_time,2,2,6,3,1986,yes,9.0,57310.0,3.0
no,travel_rarely,6.0,3,4.0,male,2,1,3,married,1,no,13,part_time,1,0,4,2,1996,yes,4.0,25390.0,3.0
no,travel_frequently,4.0,4,4.0,male,2,1,4,married,1,none,13,part_time,1,2,2,2,1988,yes,2.0,23760.0,4.0
no,unknown,4.0,4,4.0,female,3,5,1,divorced,4,no,13,full_time,1,2,5,2,1967,yes,28.0,191324.62,3.0
no,unknown,7.0,3,1.0,female,3,1,3,unknown,4,yes,19,part_time,1,2,3,2,1978,yes,10.0,28111.13,3.0
no,travel_rarely,3.0,3,1.0,male,2,1,3,single,1,none,12,part_time,0,2,2,2,2003,yes,2.0,28111.13,2.0
no,travel_frequently,2.0,3,4.0,female,3,4,1,unknown,2,no,22,full_time,1,3,2,2,1973,yes,10.0,153407.07,3.0
no,unknown,15.0,2,4.0,male,3,5,2,unknown,5,none,11,full_time,1,2,4,3,1977,yes,25.0,190810.0,3.0
no,unknown,13.0,3,3.0,female,2,1,2,married,1,no,20,part_time,1,2,2,2,1991,yes,2.0,27430.0,3.0
no,unknown,8.0,2,3.0,female,2,3,4,married,4,none,11,part_time,1,6,13,12,1988,no,16.0,100071.84,2.0
no,unknown,1.0,3,1.0,female,3,1,4,divorced,1,no,15,full_time,3,5,3,2,1994,yes,3.0,37600.0,3.0
yes,travel_frequently,10.0,2,1.0,female,2,1,3,unknown,1,none,20,none,0,2,2,2,2002,yes,2.0,53914.11,1.0
no,travel_rarely,2.0,3,3.0,female,3,2,1,unknown,0,none,12,part_time,0,3,3,2,1989,yes,4.0,45380.0,3.0
no,unknown,1.0,4,4.0,male,3,1,3,single,0,yes,11,part_time,0,2,4,2,1995,no,10.0,28111.13,2.0
no,travel_rarely,6.0,1,3.0,male,3,1,3,married,0,yes,14,part_time,0,3,3,2,1988,no,4.0,28111.13,3.0
no,travel_frequently,2.0,3,4.0,male,2,1,4,married,1,none,12,full_time,1,2,2,2,1995,no,10.0,38670.0,3.0
no,travel_rarely,1.0,3,4.0,male,3,1,1,single,2,none,11,part_time,0,2,3,2,1995,no,5.0,20800.0,2.0
no,unknown,1.0,3,4.0,female,3,1,2,single,1,none,18,part_time,0,3,2,1,1998,no,10.0,20960.0,2.0
no,unknown,23.0,4,1.0,male,3,1,3,unknown,1,none,12,part_time,2,3,2,2,1965,yes,10.0,28111.13,3.0
yes,unknown,23.0,3,3.0,male,3,1,1,single,0,none,13,full_time,0,2,5,3,1984,no,6.0,39040.0,3.0
no,travel_rarely,6.0,3,1.0,female,2,2,4,married,0,no,12,none,1,6,9,7,1993,yes,10.0,46270.0,3.0
no,unknown,7.0,3,3.0,female,3,4,1,married,4,none,11,full_time,0,2,3,2,1973,yes,10.0,153407.07,3.0
no,unknown,10.0,2,3.0,male,1,2,2,single,1,no,13,part_time,0,4,19,9,1982,yes,19.0,53914.11,3.0
yes,unknown,1.0,3,4.0,female,3,1,2,unknown,1,yes,11,part_time,0,2,3,2,1992,no,10.0,23020.0,4.0
yes,unknown,3.0,3,1.0,male,3,1,1,unknown,4,no,12,none,0,4,3,2,1979,yes,10.0,53914.11,4.0
no,non_travel,16.0,2,3.0,male,3,1,3,divorced,9,no,16,none,1,0,4,0,1983,yes,6.0,53914.11,3.0
no,travel_rarely,19.0,1,4.0,male,3,1,4,married,3,none,11,part_time,3,6,3,2,1998,no,10.0,28111.13,2.0
no,travel_rarely,1.0,4,2.0,male,3,1,2,unknown,3,no,22,part_time,1,3,4,3,1983,yes,7.0,28111.13,3.0
no,travel_rarely,11.0,2,4.0,female,2,4,2,unknown,3,no,16,full_time,0,1,5,3,1972,yes,10.0,153407.07,2.0
no,travel_frequently,2.0,1,4.0,male,1,2,4,single,3,no,20,part_time,0,3,6,0,1996,no,10.0,50710.0,3.0
yes,unknown,18.0,4,4.0,female,3,2,3,married,0,none,18,part_time,1,0,4,2,1988,yes,5.0,53914.11,2.0
no,unknown,7.0,3,4.0,male,4,1,3,divorced,1,no,11,part_time,3,2,4,3,1985,yes,4.0,28111.13,3.0
yes,unknown,22.0,4,4.0,male,3,2,3,married,1,none,15,part_time,2,3,10,7,1992,yes,10.0,53914.11,2.0
no,unknown,2.0,3,2.0,male,3,3,2,unknown,2,none,11,none,0,5,4,2,1972,yes,14.0,53914.11,3.0
no,unknown,22.0,3,4.0,female,3,2,4,unknown,3,none,14,full_time,2,4,6,3,1982,no,12.0,54670.0,2.0
no,unknown,2.0,1,3.0,male,3,2,2,married,0,yes,13,part_time,3,3,3,2,1991,yes,4.0,53914.11,2.0
no,travel_rarely,18.0,1,1.0,male,4,2,3,married,2,no,11,none,0,3,3,2,1998,no,6.0,53914.11,2.0
no,unknown,10.0,3,4.0,female,2,2,4,married,1,yes,11,full_time,0,3,6,4,1996,yes,10.0,57690.0,3.0
yes,travel_rarely,7.0,4,4.0,female,3,1,3,single,1,yes,13,part_time,0,2,8,7,1996,yes,8.0,23940.0,3.0
no,unknown,11.0,3,1.0,female,3,1,3,single,4,no,18,full_time,0,6,3,2,1986,yes,8.0,36290.0,3.0
no,travel_frequently,18.0,2,3.0,male,3,3,4,unknown,2,no,11,part_time,0,2,2,2,1988,yes,10.0,93620.0,3.0
no,unknown,1.0,3,1.0,male,3,1,4,unknown,4,no,11,full_time,1,2,3,2,1998,yes,7.0,32290.0,2.0
no,unknown,7.0,4,4.0,female,3,2,1,divorced,7,no,14,part_time,2,3,3,2,1993,yes,10.0,53914.11,3.0
no,unknown,8.0,5,1.0,female,3,4,2,unknown,3,no,11,full_time,0,3,3,0,1992,yes,10.0,164220.0,4.0
no,unknown,16.0,4,3.0,female,2,2,1,unknown,4,no,13,none,2,3,3,2,1987,no,11.0,53914.11,2.0
yes,travel_rarely,9.0,2,1.0,male,2,1,1,unknown,3,no,12,full_time,0,2,3,2,1998,yes,6.0,44000.0,3.0
no,unknown,1.0,2,1.0,female,3,1,1,unknown,2,none,22,part_time,1,3,3,0,1967,yes,5.0,20660.0,4.0
no,unknown,5.0,5,2.0,male,4,1,3,unknown,2,none,12,part_time,0,5,4,3,1982,yes,7.0,28111.13,3.0
no,travel_rarely,8.0,2,4.0,female,4,1,2,unknown,9,no,18,part_time,0,3,3,2,1992,yes,8.0,28111.13,3.0
yes,travel_frequently,2.0,3,2.0,male,3,1,4,unknown,6,none,13,part_time,1,2,2,2,1992,yes,7.0,28111.13,1.0
no,unknown,7.0,3,3.0,male,3,2,1,divorced,4,no,11,none,3,3,2,2,1975,no,10.0,53914.11,3.0
yes,unknown,9.0,4,1.0,female,3,1,3,married,1,no,15,none,0,0,2,2,1989,no,2.0,53914.11,3.0
no,unknown,5.0,3,3.0,male,2,1,3,single,3,none,14,none,0,5,5,3,1979,no,7.0,53914.11,3.0
no,travel_rarely,5.0,4,1.0,male,3,2,3,married,2,no,14,full_time,1,0,3,2,1974,yes,20.0,66510.0,2.0
