age,employee_turnover,business_travel_frequency,daily_rate,distance_from_home_km,education_level,education_field,remove_column,employee_id,environmental_satisfaction_level,gender,hourly_rate,job_involvement_level,job_level,job_role,job_satisfaction_level,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,percent_salary_hike,relationship_satisfaction_level,stock_option_level,training_sessions_last_year,years_at_company,years_since_last_promotion,years_with_current_manager,birth_year,overtime_hours,performance_rating,standard_work_hours,total_years_worked,work_life_balance,same_as_monthly_income,annual_salary,remote_work
49,no,travel_rarely,763.8,8.0,2,other,1,136,1.0,female,,3,3,laboratory_technician,2,married,6169.17,16039.83,4,,11,3,1,3,26,1,7,1974,none,3,part_time,29,2,6169.17,74030.0,no
35,no,nan,1032.49,,4,nan,1,137,,male,129.06,3,3,sales_executive,4,nan,,21682.23,6,,13,2,1,2,10,0,8,1988,none,3,part_time,,3,,100071.84,no
38,no,travel_rarely,910.31,17.0,1,life_sciences,1,138,3.0,female,113.79,2,3,healthcare_representative,3,married,7352.5,19116.5,0,,18,1,1,4,19,1,9,1985,none,3,part_time,20,2,7352.5,88230.0,no
46,no,nan,1582.77,3.0,1,marketing,1,139,1.0,male,,3,4,manager,3,married,12783.92,33238.2,3,,12,4,1,3,12,4,9,1977,no,3,full_time,,3,12783.92,153407.07,no
36,no,non_travel,556.26,18.0,4,nan,1,140,1.0,male,69.53,3,2,manufacturing_director,4,single,4492.84,11681.39,2,,20,1,0,0,11,0,9,1987,none,4,part_time,18,3,4492.84,53914.11,no
42,yes,travel_frequently,1582.77,,3,life_sciences,1,141,,male,,3,4,sales_executive,1,single,,33238.2,0,,12,2,0,2,21,13,14,1981,none,,full_time,,2,,153407.07,yes
34,no,travel_frequently,556.26,1.0,3,nan,1,142,4.0,male,,2,2,healthcare_representative,1,single,4492.84,11681.39,0,,20,3,0,3,13,4,9,1989,no,4,none,14,3,4492.84,,yes
30,no,travel_rarely,369.26,1.0,3,medical,1,143,4.0,male,,3,1,research_scientist,2,nan,2982.5,7754.5,0,,21,1,1,2,11,5,7,1993,yes,4,none,12,3,2982.5,35790.0,yes
54,no,travel_rarely,1834.34,3.0,3,life_sciences,1,144,4.0,male,,3,4,research_director,4,married,14815.83,38521.17,3,,14,1,0,2,10,0,9,1969,no,3,full_time,36,3,14815.83,177790.0,yes
31,no,travel_rarely,556.26,24.0,3,medical,1,145,3.0,female,,2,2,healthcare_representative,1,single,4492.84,11681.39,1,,19,2,0,2,10,1,8,1992,no,,part_time,10,3,4492.84,53914.11,no
44,no,nan,1879.12,5.0,3,nan,1,146,2.0,male,,3,5,manager,2,married,15177.5,39461.5,7,,11,3,1,5,22,3,10,1979,no,3,full_time,26,3,15177.5,182130.0,yes
55,no,non_travel,1400.8,8.0,1,nan,1,147,4.0,male,175.1,2,4,healthcare_representative,2,divorced,,29416.83,1,,15,4,1,3,33,15,0,1968,yes,3,full_time,,3,,135770.0,no
44,no,travel_rarely,1979.92,4.0,2,life_sciences,1,148,3.0,male,247.49,4,5,manager,1,divorced,15991.67,41578.33,1,,14,4,2,4,25,14,13,1979,no,3,full_time,,2,15991.67,191900.0,no
34,no,travel_frequently,556.26,11.0,3,life_sciences,1,149,3.0,male,,2,2,human_resources,2,nan,4492.84,11681.39,4,,11,4,2,5,10,1,8,1989,no,3,none,14,4,4492.84,,yes
39,no,nan,1766.66,13.0,4,nan,1,150,3.0,female,220.83,2,4,manager,2,divorced,,37099.83,6,,13,4,2,4,19,15,2,1984,yes,3,full_time,,3,,171230.0,no
55,no,travel_rarely,1979.61,2.0,2,medical,1,151,4.0,female,,1,5,manager,3,nan,15989.17,41571.83,4,,14,4,1,5,19,9,11,1968,none,,full_time,23,3,15989.17,191870.0,yes
51,no,nan,1582.77,5.0,3,life_sciences,1,152,3.0,male,197.85,3,4,manager,2,nan,12783.92,33238.2,1,,11,2,1,2,33,0,10,1972,none,3,full_time,,3,12783.92,153407.07,yes
58,yes,nan,1032.57,,4,medical,1,153,,female,,2,3,manufacturing_director,1,married,8340.0,21684.0,7,,14,4,0,0,10,5,9,1965,none,3,none,,2,8340.0,,yes
48,no,nan,1032.49,4.0,3,life_sciences,1,154,4.0,male,129.06,3,3,manufacturing_director,4,single,8339.32,21682.23,1,,11,3,0,2,10,0,8,1975,no,3,part_time,11,3,8339.32,100071.84,yes
29,no,travel_rarely,824.16,17.0,3,nan,1,155,2.0,male,,2,3,human_resources,1,single,6656.67,17307.33,1,,13,1,0,3,10,0,9,1994,none,3,part_time,,2,6656.67,79880.0,no
34,no,nan,556.26,3.0,3,other,1,156,4.0,male,,1,2,sales_executive,1,single,4492.84,11681.39,3,,18,4,0,2,13,3,12,1989,no,,part_time,15,3,4492.84,53914.11,yes
42,no,travel_frequently,290.04,9.0,2,nan,1,157,1.0,female,,3,1,laboratory_technician,4,nan,2342.59,6090.75,1,,13,3,0,3,12,5,8,1981,none,3,none,12,3,2342.59,,yes
57,no,travel_rarely,556.26,1.0,2,life_sciences,1,158,2.0,male,,4,2,research_scientist,3,married,4492.84,11681.39,0,,24,1,1,2,12,2,8,1966,no,4,part_time,13,2,4492.84,53914.11,yes
34,yes,travel_rarely,556.26,24.0,4,nan,1,159,1.0,female,,2,2,sales_executive,2,single,,11681.39,0,,23,3,0,2,15,10,10,1989,yes,4,part_time,16,4,,53914.11,no
54,no,travel_frequently,1582.77,11.0,4,medical,1,160,2.0,female,,3,4,manager,4,nan,12783.92,33238.2,3,,20,1,1,2,14,1,12,1969,no,,none,26,3,12783.92,,yes
34,no,travel_rarely,730.79,1.0,3,nan,1,161,4.0,male,91.35,2,3,sales_executive,3,nan,5902.5,15346.5,1,,14,4,0,3,10,8,6,1989,none,3,part_time,,3,5902.5,70830.0,no
29,no,nan,487.29,3.0,1,medical,1,162,2.0,male,,3,1,laboratory_technician,1,single,3935.83,10233.17,1,,18,4,0,3,10,1,5,1994,none,3,none,,,3935.83,,yes
35,no,travel_rarely,351.52,28.0,3,life_sciences,1,163,2.0,male,,4,2,laboratory_technician,3,nan,2839.17,7381.83,1,,17,4,2,3,10,6,8,1988,none,,part_time,,2,2839.17,34070.0,yes
35,yes,nan,556.26,12.0,4,other,1,164,4.0,male,69.53,3,2,sales_executive,4,nan,4492.84,11681.39,3,,24,1,0,2,11,6,7,1988,none,4,part_time,13,4,4492.84,53914.11,yes
34,no,travel_rarely,302.2,19.0,3,life_sciences,1,165,2.0,female,37.77,2,1,research_scientist,4,married,2440.83,6346.17,1,,12,2,0,3,10,8,7,1989,no,3,full_time,10,3,2440.83,29290.0,yes
43,no,nan,556.26,2.0,3,nan,1,166,4.0,male,,3,2,sales_executive,4,nan,4492.84,11681.39,1,,17,1,1,3,10,8,8,1980,yes,3,part_time,10,3,4492.84,53914.11,no
58,no,non_travel,1582.77,2.0,3,medical,1,167,2.0,male,197.85,3,4,manager,2,divorced,12783.92,33238.2,4,,22,4,1,0,16,14,14,1965,no,4,full_time,37,2,12783.92,153407.07,yes
36,no,travel_rarely,556.26,,4,nan,1,168,,female,,2,2,sales_executive,3,married,4492.84,11681.39,1,,13,1,1,4,10,1,7,1987,yes,3,part_time,10,3,4492.84,53914.11,no
43,no,travel_rarely,1032.49,11.0,3,life_sciences,1,169,1.0,male,129.06,3,3,healthcare_representative,3,married,8339.32,21682.23,1,,17,2,1,1,10,0,9,1980,none,3,part_time,10,3,8339.32,100071.84,yes
55,no,nan,1973.98,26.0,4,human_resources,1,170,3.0,male,246.75,4,5,manager,2,married,,41453.67,4,,18,1,1,0,10,1,4,1968,yes,3,full_time,35,3,,191324.62,yes
42,no,nan,556.26,23.0,2,nan,1,171,4.0,male,,2,2,research_scientist,3,single,,11681.39,1,,12,4,0,2,20,3,7,1981,none,3,none,20,3,,53914.11,yes
40,no,nan,556.26,11.0,3,technical_degree,1,172,4.0,female,,3,2,laboratory_technician,3,married,4492.84,11681.39,1,,11,1,1,2,10,9,4,1983,none,,none,10,4,4492.84,,yes
56,yes,nan,290.04,7.0,2,technical_degree,1,173,4.0,male,,3,1,laboratory_technician,3,married,,6090.75,8,,11,4,1,4,10,9,8,1967,no,3,part_time,14,1,,28111.13,yes
39,no,travel_rarely,1241.29,,1,marketing,1,174,,female,,2,4,sales_executive,4,nan,10025.83,26067.17,0,,11,1,1,2,20,9,6,1984,none,3,full_time,,2,10025.83,120310.0,yes
53,no,travel_rarely,1591.67,2.0,4,life_sciences,1,175,1.0,female,198.96,2,4,manager,4,married,12855.83,33425.17,2,,16,3,0,3,25,3,7,1970,no,3,full_time,,3,12855.83,154270.0,yes
27,no,travel_frequently,1032.49,8.0,3,nan,1,176,4.0,male,,3,3,sales_executive,3,single,8339.32,21682.23,1,,15,4,0,0,9,1,7,1996,no,3,none,9,3,8339.32,,no
30,no,travel_frequently,556.26,1.0,2,nan,1,177,3.0,female,69.53,3,2,laboratory_technician,4,nan,4492.84,11681.39,1,,23,4,0,2,12,3,7,1993,none,4,part_time,12,,4492.84,53914.11,yes
35,no,nan,1032.49,18.0,5,life_sciences,1,178,2.0,male,,3,3,sales_executive,1,married,8339.32,21682.23,1,,22,4,1,3,9,1,8,1988,none,4,none,9,2,8339.32,,yes
32,no,travel_rarely,635.76,1.0,3,medical,1,179,1.0,male,,3,2,manufacturing_director,4,married,5135.0,13351.0,1,,22,2,1,3,9,7,8,1991,yes,4,none,9,3,5135.0,61620.0,yes
30,no,travel_rarely,528.87,1.0,1,life_sciences,1,180,4.0,male,,2,2,laboratory_technician,4,married,4271.67,11106.33,1,,12,3,2,1,10,3,0,1993,none,3,part_time,,,4271.67,51260.0,no
46,yes,nan,992.44,9.0,2,medical,1,181,3.0,male,124.05,2,3,sales_executive,4,nan,8015.83,20841.17,1,,16,4,0,3,9,4,7,1977,no,3,part_time,9,3,8015.83,96190.0,no
30,no,travel_rarely,556.26,4.0,2,nan,1,182,3.0,female,,2,2,sales_executive,2,nan,4492.84,11681.39,1,,12,2,3,4,11,2,7,1993,yes,3,part_time,11,2,4492.84,53914.11,no
32,no,nan,516.9,6.0,4,nan,1,183,2.0,male,,3,2,sales_executive,3,single,4175.0,10855.0,1,,16,1,0,0,11,5,7,1991,no,3,none,12,3,4175.0,,yes
35,no,travel_rarely,1032.49,,5,marketing,1,184,3.0,male,,3,3,sales_executive,2,married,8339.32,21682.23,1,,13,1,2,3,10,0,6,1988,none,3,part_time,,3,8339.32,100071.84,no
32,no,nan,1032.49,8.0,3,marketing,1,185,2.0,female,,3,3,sales_executive,4,single,8339.32,21682.23,1,,14,4,0,2,9,3,7,1991,none,3,part_time,9,3,8339.32,100071.84,yes
41,no,travel_rarely,290.04,,3,life_sciences,1,186,1.0,male,,3,1,research_scientist,3,divorced,,6090.75,4,,12,1,1,2,9,1,8,1982,no,3,part_time,,3,,28111.13,yes
40,no,travel_rarely,1963.72,4.0,1,medical,1,187,4.0,female,,3,5,manager,3,nan,15860.83,41238.17,1,,14,2,1,2,20,9,9,1983,no,3,full_time,21,3,15860.83,190330.0,no
45,no,nan,1582.77,2.0,2,nan,1,188,1.0,male,,2,4,manager,4,married,12783.92,33238.2,9,,23,4,1,1,20,11,8,1978,no,4,none,22,3,12783.92,,yes
32,yes,travel_rarely,1073.02,4.0,4,nan,1,189,4.0,male,,1,3,sales_executive,4,married,8666.67,22533.33,1,,11,3,0,2,14,9,8,1991,no,3,full_time,14,2,8666.67,104000.0,no
30,no,non_travel,1032.49,1.0,1,life_sciences,1,190,3.0,male,129.06,2,3,manufacturing_director,3,nan,8339.32,21682.23,1,,22,3,0,2,11,5,8,1993,no,4,part_time,,3,8339.32,100071.84,yes
37,no,nan,1032.49,11.0,3,nan,1,191,2.0,male,,3,3,research_director,4,nan,,21682.23,1,,14,3,3,1,10,0,7,1986,none,3,part_time,,3,,100071.84,yes
37,no,nan,288.17,4.0,4,nan,1,192,1.0,male,,3,1,sales_representative,4,divorced,2327.5,6051.5,4,,17,3,1,2,9,5,8,1986,no,3,none,13,3,2327.5,,no
40,no,nan,556.26,24.0,2,technical_degree,1,193,1.0,male,,3,2,research_scientist,4,nan,4492.84,11681.39,1,,17,1,2,3,9,4,7,1983,no,3,none,,3,4492.84,,no
36,no,non_travel,585.41,24.0,4,nan,1,194,2.0,female,,3,2,laboratory_technician,2,married,4728.33,12293.67,7,,15,3,1,3,9,0,8,1987,none,3,full_time,11,3,4728.33,56740.0,yes
32,no,travel_rarely,556.26,7.0,3,life_sciences,1,195,4.0,male,,2,2,sales_executive,3,married,4492.84,11681.39,1,,14,3,1,3,13,4,8,1991,none,3,part_time,13,2,4492.84,53914.11,yes
38,no,nan,1032.49,25.0,2,life_sciences,1,196,1.0,female,,2,3,research_director,2,nan,,21682.23,3,,17,3,1,2,10,0,1,1985,none,3,part_time,,3,,100071.84,yes
30,no,travel_rarely,556.26,28.0,2,nan,1,197,4.0,female,,3,2,research_scientist,4,married,4492.84,11681.39,1,,13,4,2,2,10,1,9,1993,no,3,part_time,11,3,4492.84,53914.11,yes
39,no,nan,1980.64,1.0,1,nan,1,198,2.0,male,247.58,3,5,manager,3,nan,,41593.5,1,,14,3,1,3,21,1,6,1984,none,3,full_time,21,3,,191970.0,yes
60,no,nan,1973.98,7.0,3,life_sciences,1,199,1.0,female,,3,5,manager,1,nan,15943.72,41453.67,5,,11,4,0,5,29,11,10,1963,no,3,full_time,33,1,15943.72,191324.62,yes
30,no,nan,867.9,22.0,4,other,1,200,3.0,female,108.49,3,3,sales_executive,1,nan,7010.0,18226.0,0,,11,3,0,3,9,7,8,1993,none,3,part_time,10,3,7010.0,84120.0,yes
31,no,travel_rarely,1032.49,9.0,1,nan,1,201,3.0,male,,3,3,manufacturing_director,2,divorced,8339.32,21682.23,1,,25,4,1,6,13,0,8,1992,no,4,part_time,,4,8339.32,100071.84,yes
33,yes,nan,345.43,3.0,3,life_sciences,1,202,1.0,male,43.18,3,1,research_scientist,1,single,2790.0,7254.0,1,,11,1,0,3,10,9,7,1990,yes,3,full_time,,3,2790.0,33480.0,no
50,no,nan,290.04,28.0,1,medical,1,203,4.0,male,,4,1,laboratory_technician,3,married,2342.59,6090.75,1,,11,3,3,3,20,3,8,1973,yes,,none,20,3,2342.59,,yes
32,no,nan,547.75,24.0,4,life_sciences,1,204,1.0,male,68.47,3,2,laboratory_technician,4,nan,4424.17,11502.83,1,,15,4,2,2,10,4,7,1991,no,,part_time,10,3,4424.17,53090.0,yes
42,no,nan,556.26,29.0,3,nan,1,205,2.0,male,,3,2,manufacturing_director,2,nan,4492.84,11681.39,1,,13,4,1,3,9,7,8,1981,none,3,none,10,2,4492.84,,yes
49,yes,nan,789.7,11.0,3,marketing,1,206,3.0,female,,3,3,sales_executive,4,married,6378.33,16583.67,1,,18,1,2,3,9,7,7,1974,no,3,part_time,,4,6378.33,76540.0,no
27,no,nan,1321.46,5.0,1,nan,1,207,3.0,male,,2,3,research_director,4,divorced,10673.33,27750.67,1,,16,2,1,3,9,0,8,1996,none,3,full_time,,3,10673.33,128080.0,yes
33,no,travel_rarely,556.26,1.0,3,medical,1,208,1.0,male,69.53,4,2,sales_executive,1,divorced,4492.84,11681.39,1,,22,1,1,5,9,0,8,1990,none,,part_time,9,3,4492.84,53914.11,yes
52,no,nan,1582.77,,4,nan,1,209,3.0,female,,2,4,manufacturing_director,4,married,12783.92,33238.2,3,,22,3,0,3,9,0,0,1971,no,4,full_time,31,3,12783.92,153407.07,no
32,no,nan,556.26,5.0,2,life_sciences,1,210,2.0,male,69.53,3,2,sales_executive,2,nan,4492.84,11681.39,1,,14,4,1,3,10,5,3,1991,no,3,part_time,10,3,4492.84,53914.11,yes
36,no,nan,679.51,14.0,1,life_sciences,1,211,3.0,male,,3,2,healthcare_representative,4,nan,5488.33,14269.67,0,,17,1,1,2,16,4,11,1987,none,3,full_time,,2,5488.33,65860.0,no
31,no,non_travel,556.26,20.0,2,nan,1,212,4.0,female,,3,2,sales_executive,3,nan,4492.84,11681.39,1,,13,4,1,2,9,0,0,1992,none,3,none,,2,4492.84,53914.11,no
36,no,travel_rarely,259.9,2.0,4,medical,1,213,3.0,male,32.49,3,1,laboratory_technician,3,single,2099.17,5457.83,4,,21,3,0,6,11,3,9,1987,no,4,part_time,,3,2099.17,25190.0,yes
52,no,nan,1764.18,1.0,2,life_sciences,1,214,4.0,male,,3,4,manager,4,married,,37047.83,2,,15,2,1,2,9,7,8,1971,none,3,full_time,26,,,170990.0,yes
33,no,non_travel,1582.77,17.0,3,nan,1,215,4.0,male,,3,4,manager,3,single,12783.92,33238.2,1,,11,4,0,2,10,6,0,1990,none,3,full_time,10,3,12783.92,153407.07,no
45,no,non_travel,556.26,23.0,2,life_sciences,1,216,4.0,male,,3,2,laboratory_technician,1,nan,4492.84,11681.39,1,,15,3,1,2,9,0,8,1978,yes,3,part_time,9,3,4492.84,53914.11,yes
36,no,travel_rarely,1032.49,12.0,5,nan,1,217,4.0,female,129.06,2,3,manufacturing_director,4,nan,8339.32,21682.23,0,,11,2,0,2,14,7,8,1987,none,3,part_time,15,2,8339.32,100071.84,yes
49,no,nan,1353.65,8.0,4,nan,1,218,4.0,male,,2,4,sales_executive,2,nan,10933.33,28426.67,6,,17,2,1,3,9,2,3,1974,none,3,full_time,22,3,10933.33,131200.0,no
29,yes,nan,1032.49,23.0,1,nan,1,219,4.0,female,,2,3,sales_executive,1,nan,8339.32,21682.23,1,,13,1,1,3,11,3,10,1994,none,,part_time,11,1,8339.32,100071.84,yes
29,no,nan,323.04,6.0,1,nan,1,220,2.0,female,,3,1,laboratory_technician,4,married,2609.17,6783.83,1,,13,1,1,5,10,0,8,1994,none,3,none,,3,2609.17,,no
37,no,nan,556.26,1.0,3,life_sciences,1,221,4.0,female,,2,2,manufacturing_director,4,married,4492.84,11681.39,1,,13,2,1,2,14,3,11,1986,none,3,part_time,14,2,4492.84,53914.11,yes
33,no,travel_rarely,1032.49,10.0,5,nan,1,222,4.0,male,129.06,4,3,sales_executive,3,nan,,21682.23,0,,14,4,2,3,9,0,8,1990,none,3,part_time,,3,,100071.84,yes
34,no,travel_frequently,458.51,19.0,3,medical,1,223,3.0,female,,3,2,laboratory_technician,2,divorced,,9628.67,4,,13,3,2,2,11,5,10,1989,no,3,part_time,15,4,,44440.0,yes
28,no,non_travel,688.59,1.0,3,nan,1,224,3.0,female,,1,2,laboratory_technician,4,married,5561.67,14460.33,0,,11,1,3,6,9,7,5,1995,no,3,none,10,3,5561.67,,yes
31,no,non_travel,1016.48,2.0,4,nan,1,225,4.0,female,,3,3,sales_executive,3,nan,,21346.0,1,,19,1,1,5,10,9,6,1992,yes,3,part_time,10,2,,98520.0,yes
42,no,non_travel,1842.8,2.0,1,life_sciences,1,226,3.0,male,,3,4,manager,3,nan,14884.17,38698.83,0,,13,4,0,3,20,2,10,1981,yes,,full_time,21,2,14884.17,178610.0,no
40,no,travel_rarely,556.26,2.0,3,life_sciences,1,227,3.0,male,,3,2,research_scientist,4,single,,11681.39,1,,13,3,0,4,9,8,8,1983,none,3,part_time,9,3,,53914.11,yes
34,no,nan,556.26,15.0,2,medical,1,228,3.0,female,,3,2,sales_executive,1,single,4492.84,11681.39,1,,12,4,0,6,10,9,6,1989,none,3,none,,4,4492.84,,yes
58,no,travel_rarely,1973.98,1.0,3,nan,1,229,4.0,female,,3,5,research_director,1,nan,,41453.67,3,,21,3,1,3,9,1,5,1965,none,4,full_time,,3,,191324.62,no
31,yes,travel_frequently,768.24,1.0,5,nan,1,230,3.0,female,,4,3,manufacturing_director,2,nan,6205.0,16133.0,1,,11,1,0,2,10,4,7,1992,none,3,none,,3,6205.0,,yes
40,no,non_travel,1419.37,8.0,1,nan,1,231,4.0,male,,2,3,research_director,2,nan,11464.17,29806.83,2,,11,3,1,5,9,4,8,1983,no,3,full_time,16,3,11464.17,137570.0,yes
53,no,nan,1712.49,2.0,3,medical,1,232,4.0,male,,4,4,research_director,2,single,13831.67,35962.33,4,,12,2,0,2,9,8,8,1970,no,3,full_time,35,2,13831.67,165980.0,yes
34,no,nan,1582.77,15.0,3,nan,1,233,2.0,male,197.85,3,4,research_director,1,nan,12783.92,33238.2,7,,14,4,2,3,14,6,9,1989,none,3,full_time,16,2,12783.92,153407.07,yes
35,no,travel_rarely,1032.49,16.0,3,life_sciences,1,234,4.0,female,,2,3,healthcare_representative,2,single,8339.32,21682.23,1,,19,4,0,3,11,3,3,1988,no,3,none,,1,8339.32,,yes
37,no,nan,442.1,13.0,3,nan,1,235,1.0,male,55.26,3,2,research_scientist,4,married,,9284.17,1,,17,1,0,2,10,3,7,1986,none,3,part_time,,3,,42850.0,yes
42,no,travel_frequently,1044.54,2.0,3,nan,1,236,4.0,male,,3,3,healthcare_representative,4,nan,,21935.33,2,,14,3,1,3,20,13,9,1981,yes,3,full_time,24,1,,101240.0,yes
45,no,nan,1032.49,1.0,4,nan,1,237,1.0,male,,3,3,healthcare_representative,2,divorced,8339.32,21682.23,1,,12,1,3,4,10,7,7,1978,none,3,part_time,,3,8339.32,100071.84,yes
30,yes,travel_rarely,1002.24,1.0,3,nan,1,238,2.0,male,,2,2,sales_executive,1,married,,21047.0,1,,11,4,1,4,10,6,7,1993,no,3,full_time,,3,,97140.0,yes
38,no,travel_rarely,1023.9,14.0,3,life_sciences,1,239,3.0,male,,3,2,sales_executive,2,married,,21502.0,0,,11,4,1,3,9,7,7,1985,none,3,full_time,10,3,,99240.0,yes
50,no,nan,1160.2,20.0,5,medical,1,240,2.0,male,,3,4,healthcare_representative,3,nan,,24364.17,2,,15,3,1,3,30,12,13,1973,none,3,full_time,32,3,,112450.0,no
39,no,travel_rarely,316.64,3.0,2,nan,1,241,3.0,male,,2,2,laboratory_technician,3,nan,2557.5,6649.5,0,,15,4,1,3,10,0,7,1984,none,3,none,,,2557.5,,yes
34,no,travel_rarely,556.26,3.0,3,nan,1,242,4.0,female,,3,2,research_scientist,2,nan,4492.84,11681.39,1,,12,3,1,2,11,7,9,1989,no,3,part_time,11,3,4492.84,53914.11,yes
54,no,travel_rarely,1582.77,22.0,5,nan,1,243,2.0,female,,3,4,manager,3,nan,,33238.2,3,,25,3,1,6,10,4,7,1969,none,4,full_time,36,3,,153407.07,yes
41,no,travel_rarely,953.44,6.0,3,marketing,1,244,4.0,male,,3,3,sales_executive,3,nan,7700.83,20022.17,1,,12,2,0,3,10,8,7,1982,no,3,part_time,,3,7700.83,92410.0,no
39,no,nan,667.75,1.0,3,life_sciences,1,245,4.0,male,83.47,3,2,laboratory_technician,4,married,5393.33,14022.67,1,,15,4,1,2,9,5,8,1984,none,3,full_time,,3,5393.33,64720.0,yes
40,no,travel_rarely,1973.98,7.0,4,nan,1,246,2.0,male,,3,5,manager,2,nan,15943.72,41453.67,1,,14,2,0,3,21,12,8,1983,no,3,full_time,,2,15943.72,191324.62,no
33,no,nan,315.2,4.0,3,technical_degree,1,247,4.0,male,,3,2,research_scientist,2,nan,,6619.17,5,,15,4,2,2,9,1,7,1990,no,,part_time,11,2,,30550.0,yes
36,no,nan,858.52,10.0,3,life_sciences,1,248,4.0,male,,3,3,healthcare_representative,1,nan,6934.17,18028.83,7,,13,4,1,1,12,5,7,1987,none,3,part_time,15,3,6934.17,83210.0,no
33,no,nan,324.28,8.0,4,life_sciences,1,249,4.0,male,,4,1,research_scientist,1,married,,6809.83,6,,19,2,1,1,10,7,6,1990,no,3,full_time,14,3,,31430.0,yes
34,no,travel_rarely,556.26,8.0,2,nan,1,250,2.0,male,,4,2,sales_executive,3,nan,4492.84,11681.39,1,,21,3,2,5,10,4,8,1989,no,4,none,10,3,4492.84,,no
29,no,travel_frequently,290.04,,1,medical,1,251,4.0,male,,3,1,laboratory_technician,4,married,2342.59,6090.75,1,,13,2,0,3,11,3,10,1994,no,,part_time,,4,2342.59,28111.13,no
46,no,travel_rarely,885.03,2.0,2,life_sciences,1,252,4.0,male,,3,3,manufacturing_director,4,divorced,7148.33,18585.67,3,,14,3,1,4,9,4,7,1977,none,3,part_time,12,2,7148.33,85780.0,yes
27,no,travel_rarely,556.26,23.0,1,medical,1,253,2.0,female,,2,2,sales_representative,3,married,4492.84,11681.39,1,,21,4,1,5,9,5,8,1996,no,4,part_time,,3,4492.84,53914.11,no
31,no,nan,433.02,,3,life_sciences,1,254,2.0,male,,3,2,laboratory_technician,3,divorced,3497.5,9093.5,1,,11,1,1,2,10,0,2,1992,no,3,none,10,3,3497.5,,no
45,no,travel_rarely,556.26,25.0,2,life_sciences,1,255,2.0,female,,2,2,manufacturing_director,4,nan,4492.84,11681.39,0,,13,4,2,2,9,3,8,1978,no,,none,10,2,4492.84,,yes
34,no,travel_rarely,1020.19,1.0,3,marketing,1,256,1.0,male,,3,3,sales_executive,4,nan,8240.0,21424.0,1,,21,1,0,3,14,2,1,1989,no,4,part_time,14,2,8240.0,98880.0,no
31,no,nan,556.26,1.0,3,life_sciences,1,257,4.0,male,69.53,1,2,research_scientist,1,married,4492.84,11681.39,1,,21,2,0,6,10,8,7,1992,none,,part_time,10,3,4492.84,53914.11,yes
35,no,nan,556.26,7.0,4,nan,1,258,3.0,female,69.53,3,2,sales_executive,4,nan,4492.84,11681.39,1,,11,4,0,2,10,0,9,1988,yes,3,part_time,10,3,4492.84,53914.11,no
39,no,travel_rarely,1376.45,15.0,4,marketing,1,259,2.0,male,,3,4,sales_executive,1,single,,28905.5,0,,12,1,0,3,20,11,10,1984,no,3,full_time,21,3,,133410.0,no
40,no,travel_rarely,585.72,2.0,2,marketing,1,260,2.0,female,,3,2,sales_executive,2,married,4730.83,12300.17,3,,14,3,1,4,11,5,10,1983,no,3,none,,3,4730.83,,yes
30,no,travel_rarely,290.04,1.0,2,medical,1,261,4.0,male,,3,1,laboratory_technician,2,married,2342.59,6090.75,1,,13,3,0,6,12,1,7,1993,no,3,none,12,2,2342.59,,no
47,no,nan,1032.49,1.0,1,nan,1,262,3.0,female,,3,3,research_director,2,married,8339.32,21682.23,0,,18,1,2,3,13,5,12,1976,no,3,part_time,14,1,8339.32,100071.84,yes
52,no,non_travel,290.04,29.0,4,nan,1,263,1.0,male,,3,1,sales_representative,4,divorced,2342.59,6090.75,2,,15,2,2,3,9,0,0,1971,none,3,part_time,16,,2342.59,28111.13,yes
49,no,travel_frequently,556.26,8.0,1,nan,1,264,3.0,male,,2,2,research_scientist,2,married,4492.84,11681.39,1,,23,4,1,3,10,1,7,1974,no,4,part_time,10,3,4492.84,53914.11,yes
33,no,travel_frequently,300.13,,4,life_sciences,1,265,,female,,3,1,research_scientist,3,married,,6302.83,1,,11,3,0,3,8,3,0,1990,none,3,full_time,,3,,29090.0,yes
32,no,nan,290.04,2.0,2,life_sciences,1,266,4.0,male,,3,1,laboratory_technician,4,nan,2342.59,6090.75,0,,13,3,0,2,7,3,6,1991,none,3,part_time,8,2,2342.59,28111.13,yes
38,no,travel_frequently,982.84,23.0,3,nan,1,267,4.0,male,,2,3,manufacturing_director,3,nan,7938.33,20639.67,0,,21,2,0,2,9,1,8,1985,no,4,part_time,,3,7938.33,95260.0,yes
36,no,travel_rarely,556.26,27.0,3,medical,1,268,3.0,male,,3,2,healthcare_representative,3,nan,4492.84,11681.39,6,,13,2,2,3,7,7,7,1987,none,3,part_time,17,2,4492.84,53914.11,yes
42,no,nan,704.17,8.0,4,nan,1,269,3.0,male,,3,2,sales_executive,2,nan,5687.5,14787.5,0,,11,4,1,2,9,4,2,1981,none,,none,10,3,5687.5,,no
31,no,nan,556.26,7.0,4,life_sciences,1,270,4.0,male,,3,2,laboratory_technician,4,divorced,4492.84,11681.39,3,,22,4,1,3,7,1,7,1992,no,4,part_time,,2,4492.84,53914.11,no
